"","data.player","data.previous_school","data.hometown","data.height","data.weight","data.rating","data.nat","data.pos","data.st","data.status","data.position","data.team","data.team_id","data.player_id","season"
"1","Nick Underwood","Lake Oswego","Lake Oswego, OR, US","603","210","0.7667","NA","186","12","Signed","LB","Air Force",101,NA,2014
"2","Landon Galloway","Plant City","Plant City, FL, US","603","200","0.7598","NA","143","411","Signed","TE","Air Force",101,NA,2014
"3","Mitch McCulley","Chandler","Chandler, AZ, US","601","175","0.7531","NA","400","73","Signed","WR","Air Force",101,NA,2014
"4","Keenan Curran","Federal Way","Federal Way, WA, US","602","180","0.8283","NA","109","13","Commit","S","Air Force",101,NA,2014
"5","Chandler Hawkins","St. John Bosco","Bellflower, CA, US","511","180","0.8161","NA","115","151","Commit","CB","Air Force",101,NA,2014
"6","Emmanuel Soto","University School","Fort Lauderdale, FL, US","601","170","0.8115","NA","205","224","Commit","WR","Air Force",101,NA,2014
"7","Matthew Jacques","Crespi","Encino, CA, US","603","220","0.7917","NA","94","179","Commit","ED","Air Force",101,NA,2014
"8","Matt Guida","Queen Creek","Queen Creek, AZ, US","600","200","0.7864","NA","126","37","Commit","HB","Air Force",101,NA,2014
"9","Cole Hansen","Derby","Derby, KS, US","604","280","0.7791","NA","122","17","Commit","G","Air Force",101,NA,2014
"10","Boadie Matts","Sandalwood","Jacksonville, FL, US","600","232","0.7724","NA","13","354","Commit","FB","Air Force",101,NA,2014
"11","John Oliver","Etowah","Woodstock, GA, US","603","205","0.7692","NA","66","216","Commit","QB","Air Force",101,NA,2014
"12","Matt Lawler","Ramona","Ramona, CA, US","606","220","0.7683","NA","124","234","Commit","TE","Air Force",101,NA,2014
"13","Hayden Owen","Pepperell","Lindale, GA, US","603","280","0.7683","NA","137","218","Commit","G","Air Force",101,NA,2014
"14","Nick Colson","Higley","Gilbert, AZ, US","604","225","0.7683","NA","126","43","Commit","TE","Air Force",101,NA,2014
"15","Nasiir Edwards","Arabia Mountain","Lithonia, GA, US","508","190","0.7657","NA","244","235","Commit","CB","Air Force",101,NA,2014
"16","Andrew Smith","North Hall","Gainesville, GA, US","509","160","0.7653","NA","219","237","Commit","WR","Air Force",101,37421,2014
"17","Nick George","Clay","Green Cove Springs, FL, US","602","280","0.7616","NA","48","400","Commit","C","Air Force",101,NA,2014
"18","Alex Kofskey","Randolph School","Huntsville, AL, US","606","250","0.7575","NA","129","94","Commit","ED","Air Force",101,44728,2014
"19","Tanner Hughes","Oak Ridge","El Dorado Hills, CA, US","601","215","0.7542","NA","16","308","Commit","FB","Air Force",101,NA,2014
"20","Darelle Smith","Fleming Island","Orange Park, FL, US","600","177","0.7542","NA","399","431","Commit","WR","Air Force",101,NA,2014
"21","Jalil Kuku","North Cobb","Kennesaw, GA, US","511","195","0.7531","NA","209","257","Commit","LB","Air Force",101,NA,2014
"22","Peyton Dole","Eagle Point","Eagle Point, OR, US","604","220","0.7508","NA","210","18","Commit","LB","Air Force",101,NA,2014
"23","Josh Davis","West Forsyth","Cumming, GA, US","602","270","0.7481","NA","200","263","Commit","DI","Air Force",101,NA,2014
"24","Curtis Ladd","McKinney Boyd","McKinney, TX, US","601","190","NA","NA","NA","NA","Commit","QB","Air Force",101,NA,2014
"25","Anthony Clark","Buchtel","Akron, OH, US","604","250","0.8155","NA","67","89","Enrolled","ED","Akron",102,25363,2014
"26","Brock Boxen","Beaver Falls","Beaver Falls, PA, US","602","300","0.8057","NA","101","53","Enrolled","DI","Akron",102,48995,2014
"27","Travonte Junius","St. Vincent-St. Mary","Akron, OH, US","603","205","0.7750","NA","164","121","Enrolled","LB","Akron",102,35709,2014
"28","Kris Givens","Holmes C.C.","Goodman, MS, US","511","175","0.7333","371","51","55","Enrolled","CB","Akron",102,16519,2014
"29","Chandler Kincade","Blackhawk","Beaver Falls, PA, US","604","210","0.8317","NA","49","36","Signed","QB","Akron",102,26435,2014
"30","Jamal Baggett","River Forest","Oak Park, IL, US","509.5","187","0.7891","NA","174","60","Signed","CB","Akron",102,35956,2014
"31","Newman Williams","St. Vincent-St. Mary","Akron, OH, US","600","235","0.7791","NA","101","111","Signed","LB","Akron",102,47078,2014
"32","Jason Williams","Champagnat Catholic - Hialeah","Hialeah, FL, US","603","185","0.7743","NA","198","347","Signed","WR","Akron",102,34000,2014
"33","Scott Boyett","Santa Rosa","Santa Rosa, CA, US","608","325","0.7698","NA","204","231","Signed","T","Akron",102,16446,2014
"34","Kyron Brown","Boynton Beach Community","Boynton Beach, FL, US","511","165","0.7581","NA","259","420","Signed","CB","Akron",102,49466,2014
"35","Blake Dennis","Rittman","Rittman, OH, US","600","175","0.7431","NA","419","163","Signed","WR","Akron",102,NA,2014
"36","Undrea Bullard","Gibbs","Saint Petersburg, FL, US","606","250","0.7330","NA","141","461","Signed","ED","Akron",102,32715,2014
"37","Kyle Ritz","South","Willoughby, OH, US","604","260","0.7330","NA","275","177","Signed","T","Akron",102,46690,2014
"38","David Francis","Hialeah","Hialeah, FL, US","603","190","0.7330","NA","429","470","Signed","WR","Akron",102,NA,2014
"39","Shawn Featherstone","Penn Hills","Pittsburgh, PA, US","600","170","NA","NA","NA","NA","Signed","WR","Akron",102,25441,2014
"40","Richard Dorvilus","Independence C.C.","Independence, KS, US","602","235","0.8235","167","10","24","Commit","LB","Akron",102,20971,2014
"41","Donterio Fowler","Lakewood","Saint Petersburg, FL, US","509","165","0.7891","NA","44","289","Commit","HB","Akron",102,NA,2014
"42","Bernard Willingham","Glades Central","Belle Glade, FL, US","509","160","0.7791","NA","196","335","Commit","CB","Akron",102,NA,2014
"43","Elijah Cottrill","Beaver Falls","Beaver Falls, PA, US","602","175","0.7508","NA","239","80","Commit","WR","Akron",102,NA,2014
"44","Cam Robinson","West Monroe","West Monroe, LA, US","607","335","0.9980","4","1","2","Enrolled","T","Alabama",103,11789,2014
"45","Da'Shawn Hand","Woodbridge","Woodbridge, VA, US","604","265","0.9979","5","1","1","Enrolled","ED","Alabama",103,48386,2014
"46","Tony Brown","Ozen","Beaumont, TX, US","600","188","0.9952","9","2","2","Enrolled","CB","Alabama",103,49255,2014
"47","Marlon Humphrey","Hoover","Hoover, AL, US","601","175","0.9942","11","3","1","Enrolled","CB","Alabama",103,11771,2014
"48","Rashaan Evans","Auburn","Auburn, AL, US","603","220","0.9926","14","1","2","Enrolled","LB","Alabama",103,50213,2014
"49","Christian Miller","Spring Valley","Columbia, SC, US","604","222","0.9804","40","3","1","Enrolled","LB","Alabama",103,50078,2014
"50","Hootie Jones","Neville","Monroe, LA, US","602","220","0.9758","50","4","6","Enrolled","S","Alabama",103,12886,2014
"51","Ronnie Clark","Calera","Calera, AL, US","602.5","215","0.9670","72","6","5","Enrolled","LB","Alabama",103,28029,2014
"52","Ross Pierschbacher","Cedar Falls","Cedar Falls, IA, US","604","290","0.9657","73","6","1","Enrolled","T","Alabama",103,46815,2014
"53","Joshua Frazier","Har-Ber","Springdale, AR, US","603","325","0.9636","79","4","1","Enrolled","DI","Alabama",103,NA,2014
"54","David Cornwell","Norman North","Norman, OK, US","605","241","0.9634","82","4","1","Enrolled","QB","Alabama",103,27905,2014
"55","Cam Sims","Ouachita Parish","Monroe, LA, US","604","199","0.9619","87","12","9","Enrolled","WR","Alabama",103,47908,2014
"56","Dominick Jackson","College of San Mateo","San Mateo, CA, US","607","304","0.9403","2","1","1","Enrolled","T","Alabama",103,NA,2014
"57","JC Hassenauer","East Ridge","Saint Paul, MN, US","602.5","292","0.9295","167","1","2","Enrolled","C","Alabama",103,NA,2014
"58","Shaun Dion Hamilton","Carver","Montgomery, AL, US","600","240","0.9190","206","9","8","Enrolled","LB","Alabama",103,49706,2014
"59","Derek Kief","LaSalle","Cincinnati, OH, US","605","197","0.9149","216","33","8","Enrolled","WR","Alabama",103,48249,2014
"60","Jarran Reed","East Mississippi C.C.","Scooba, MS, US","604","310","0.8998","13","2","4","Enrolled","DI","Alabama",103,10683,2014
"61","D.J. Pettway","East Mississippi C.C.","Scooba, MS, US","603","250","0.8994","14","2","5","Enrolled","ED","Alabama",103,NA,2014
"62","Joshua Casher","St. Paul's Episcopal","Mobile, AL, US","601","297","0.8984","280","2","10","Enrolled","C","Alabama",103,28102,2014
"63","Keith Holcombe","Hillcrest","Tuscaloosa, AL, US","604","210","0.8970","284","26","11","Enrolled","WR","Alabama",103,50952,2014
"64","Johnny Dwight","Wilcox County","Rochelle, GA, US","602.5","303","0.8914","322","26","26","Enrolled","DI","Alabama",103,44949,2014
"65","O.J. Smith","Airline","Bossier City, LA, US","602","320","0.8824","381","31","18","Enrolled","DI","Alabama",103,27891,2014
"66","Ty Flournoy-Smith","Georgia Military College","Milledgeville, GA, US","603","248","0.8468","105","5","5","Enrolled","TE","Alabama",103,NA,2014
"67","JK Scott","J.K. Mullen","Denver, CO, US","604","185","0.8328","NA","3","7","Enrolled","K","Alabama",103,NA,2014
"68","Bo Scarbrough","IMG Academy","Bradenton, FL, US","602","225","0.9918","16","2","2","Signed","WR","Alabama",103,45731,2014
"69","Montel McBride","Plant City","Plant City, FL, US","604","329","0.8761","430","23","60","Signed","G","Alabama",103,NA,2014
"70","Jaylan Barbour","Monroe","Monroe, NC, US","509","170","0.8499","806","108","25","Enrolled","WR","Appalachian State",108,47507,2014
"71","Shaedon Meadors","Byrnes","Duncan, SC, US","602","180","0.8339","NA","149","26","Enrolled","WR","Appalachian State",108,48003,2014
"72","Nikia Cathey","Westwood","Memphis, TN, US","508","175","0.8337","NA","97","19","Enrolled","WR","Appalachian State",108,27840,2014
"73","Josh Boyd","Norcross","Norcross, GA, US","510","180","0.8194","NA","28","121","Enrolled","HB","Appalachian State",108,28048,2014
"74","Jordan Noil","Norcross","Norcross, GA, US","603","175","0.8159","NA","129","129","Enrolled","S","Appalachian State",108,28001,2014
"75","Okon Godwin","Alcovy","Covington, GA, US","602","230","0.8058","NA","121","148","Enrolled","LB","Appalachian State",108,49611,2014
"76","Brandon Walton","Carrollton","Carrollton, GA, US","606","220","0.7942","NA","82","167","Enrolled","TE","Appalachian State",108,27908,2014
"77","JP Caruso","Palm Beach Gardens","Palm Beach Gardens, FL, US","601","197","0.7927","NA","48","273","Enrolled","QB","Appalachian State",108,NA,2014
"78","Alanmicheal Harkness","Martin Luther King Jr.","Lithonia, GA, US","603","231","0.7899","NA","97","171","Enrolled","ED","Appalachian State",108,27837,2014
"79","Deltron Hopkins","Booker T. Washington","Miami, FL, US","508","160","0.7851","NA","278","313","Enrolled","WR","Appalachian State",108,47643,2014
"80","Ike Lewis","Hillcrest Sr Hi","Simpsonville, SC, US","510.5","170","0.7817","NA","287","51","Enrolled","WR","Appalachian State",108,28068,2014
"81","Montez McGuire","Georgia Military College","Milledgeville, GA, US","601","212","0.7806","264","31","14","Enrolled","WR","Appalachian State",108,17801,2014
"82","A.J. Howard","Harris County","Hamilton, GA, US","511","180","0.7783","NA","192","198","Enrolled","WR","Appalachian State",108,49046,2014
"83","Teh'ron Fuller","South Fort Myers","Fort Myers, FL, US","602","205","0.7782","NA","205","338","Enrolled","S","Appalachian State",108,NA,2014
"84","Curtiss Benton","Alcovy","Covington, GA, US","603","245","0.7732","NA","98","209","Enrolled","ED","Appalachian State",108,28032,2014
"85","Devan Stringer","Gainesville","Gainesville, GA, US","511","195","0.7692","NA","175","214","Enrolled","LB","Appalachian State",108,50752,2014
"86","Myquon Stout","Jesse Carson","China Grove, NC, US","601","260","0.7657","NA","179","76","Enrolled","DI","Appalachian State",108,50033,2014
"87","Junior Sigalo","Arabia Mountain","Lithonia, GA, US","600","185","0.7631","NA","252","239","Enrolled","S","Appalachian State",108,28033,2014
"88","Chandler Greer","Bearden","Knoxville, TN, US","605","275","0.7616","NA","230","64","Enrolled","T","Appalachian State",108,27873,2014
"89","Jordan Ford","Monroe College","New Rochelle, NY, US","602","185","0.7583","320","45","16","Enrolled","CB","Appalachian State",108,22333,2014
"90","Austin Exford","Shiloh","Snellville, GA, US","602","195","0.7531","NA","269","259","Enrolled","S","Appalachian State",108,27965,2014
"91","Tobias Edge-Campbell","Hoke County","Raeford, NC, US","602","295","0.7516","NA","247","82","Enrolled","T","Appalachian State",108,45557,2014
"92","Madison Malone","Briarcrest Christian","Memphis, TN, US","605","280","0.7515","NA","248","77","Enrolled","T","Appalachian State",108,28069,2014
"93","Eric Boggs","Belton-Honea Path","Honea Path, SC, US","603","225","0.7475","NA","153","62","Enrolled","LB","Appalachian State",108,50973,2014
"94","Owen Painter","Grayson","Loganville, GA, US","605","270","0.7381","NA","265","276","Enrolled","T","Appalachian State",108,27972,2014
"95","Latrell Gibbs","North Cobb","Kennesaw, GA, US","510","170","0.7331","NA","275","279","Enrolled","CB","Appalachian State",108,27907,2014
"96","Mykelti Armstrong","Forestview","Gastonia, NC, US","602","180","0.7330","NA","428","89","Enrolled","WR","Appalachian State",108,27973,2014
"97","Jalin Moore","Crest","Shelby, NC, US","511","190","0.6997","NA","225","101","Enrolled","HB","Appalachian State",108,27976,2014
"98","Cam Denson","Salpointe Catholic","Tucson, AZ, US","601","170","0.9339","154","15","5","Enrolled","CB","Arizona",109,44730,2014
"99","Marquis Ware","Salesian","Los Angeles, CA, US","602","215","0.9234","189","17","19","Enrolled","LB","Arizona",109,27117,2014
"100","Jamardre Cobb","Salesian","Los Angeles, CA, US","602","230","0.9204","200","18","22","Enrolled","LB","Arizona",109,NA,2014
"101","Nick Wilson","Central East","Fresno, CA, US","511","196","0.9079","241","13","27","Enrolled","HB","Arizona",109,45690,2014
"102","Jordan Poland","La Jolla Country Day","La Jolla, CA, US","606.5","333","0.8913","323","26","34","Enrolled","T","Arizona",109,26897,2014
"103","Marcus Griffin","Bellevue","Bellevue, WA, US","603","300","0.8774","419","33","4","Enrolled","DI","Arizona",109,38812,2014
"104","Antonio Smothers","Scottsdale C.C.","Scottsdale, AZ, US","601","230","0.8690","48","2","5","Enrolled","LB","Arizona",109,NA,2014
"105","Jonathan Haden","Friendship Academy","Washington, DC, US","508","180","0.8681","505","10","4","Enrolled","HB","Arizona",109,27140,2014
"106","Brandon Dawkins","Oaks Christian","Westlake Village, CA, US","603","206","0.8646","546","14","52","Enrolled","QB","Arizona",109,27142,2014
"107","Layth Friekh","Centennial","Peoria, AZ, US","605","251","0.8633","561","51","11","Enrolled","T","Arizona",109,46357,2014
"108","Kaelin Deboskie","Salpointe Catholic","Tucson, AZ, US","509","165","0.8619","580","80","13","Enrolled","WR","Arizona",109,NA,2014
"109","Trevor Wood","Chaparral","Scottsdale, AZ, US","606","238","0.8590","631","26","15","Enrolled","TE","Arizona",109,NA,2014
"110","Jeff Worthy","Santa Ana College","Santa Ana, CA, US","603.5","285","0.8578","79","13","17","Enrolled","DI","Arizona",109,16985,2014
"111","Tony Ellison","Granite Bay","Granite Bay, CA, US","511","170","0.8483","837","20","81","Enrolled","HB","Arizona",109,34830,2014
"112","Rodney Carr","Salesian","Los Angeles, CA, US","600","185","0.8463","877","71","88","Enrolled","WR","Arizona",109,NA,2014
"113","Jordan Morgan","Southridge","Beaverton, OR, US","603","186","0.8392","NA","138","4","Enrolled","WR","Arizona",109,35878,2014
"114","Jordan Morgan","Southridge","Beaverton, OR, US","603","186","0.8392","NA","138","4","Enrolled","WR","Arizona",109,98652,2014
"115","Kaige Lawrence","Chaffey College","Rancho Cucamonga, CA, US","604","290","0.8312","148","7","46","Enrolled","G","Arizona",109,16987,2014
"116","Sharif Williams","Central East","Fresno, CA, US","602","300","0.8309","NA","74","119","Enrolled","DI","Arizona",109,37235,2014
"117","Kwesi Mashack","Norco","Norco, CA, US","510","185","0.8279","NA","96","126","Enrolled","CB","Arizona",109,26986,2014
"118","Jace Whittaker","Oceanside","Oceanside, CA, US","509","150","0.8265","NA","98","128","Enrolled","CB","Arizona",109,50465,2014
"119","Levi Walton","Ida S. Baker","Cape Coral, FL, US","604","280","0.8194","NA","123","200","Enrolled","T","Arizona",109,26886,2014
"120","Jerod Cody","Glendale C.C.","Glendale, AZ, US","603","255","0.8073","203","13","15","Enrolled","ED","Arizona",109,22010,2014
"121","Demetric Woodard","Long Beach Poly","Long Beach, CA, US","509","165","0.8027","NA","144","167","Enrolled","CB","Arizona",109,NA,2014
"122","Patrick Glover","Scottsdale C.C.","Scottsdale, AZ, US","601","190","0.7994","225","29","19","Enrolled","CB","Arizona",109,17069,2014
"123","Zach Werlinger","Basha","Chandler, AZ, US","600","214","0.7667","NA","139","63","Enrolled","QB","Arizona",109,26894,2014
"124","Tyrell Johnson","Milford Academy","New Berlin, NY, US","508","165","0.7000","78","18","12","Enrolled","WR","Arizona",109,47587,2014
"125","Jerrard Randall","Northeast Mississippi C.C.","Booneville, MS, US","601","180","0.7000","385","12","58","Enrolled","QB","Arizona",109,17137,2014
"126","Jocquez Kalili","Desert Oasis","Las Vegas, NV, US","510","172","NA","NA","NA","NA","Enrolled","HB","Arizona",109,27015,2014
"127","Darrell Cloy","St. Paul","Santa Fe Springs, CA, US","603","220","0.8493","818","38","78","Signed","TE","Arizona",109,NA,2014
"128","Devon Brewer","Central East","Fresno, CA, US","510","155","0.8230","NA","104","134","Signed","CB","Arizona",109,32882,2014
"129","JR Hunt","Chandler","Chandler, AZ, US","603","190","0.8421","971","83","20","Commit","S","Arizona",109,NA,2014
"130","Josh Pollack","Highland","Highland, IL, US","511","165","0.8019","NA","16","55","Commit","K","Arizona",109,38797,2014
"131","DJ Calhoun","El Cerrito","El Cerrito, CA, US","600","215","0.9308","158","11","16","Enrolled","LB","Arizona State",110,49782,2014
"132","Tyler Whiley","Chaparral","Scottsdale, AZ, US","601","190","0.9276","173","27","7","Enrolled","WR","Arizona State",110,25511,2014
"133","Manny Wilkins","San Marin","Novato, CA, US","602","180","0.8938","298","6","32","Enrolled","QB","Arizona State",110,46604,2014
"134","Kalen Ballage","Falcon","Peyton, CO, US","602","215","0.8904","329","31","3","Enrolled","WR","Arizona State",110,45741,2014
"135","Renell Wren","Lutheran North","Saint Louis, MO, US","605","245","0.8779","415","21","8","Enrolled","ED","Arizona State",110,48953,2014
"136","Kweishi Brown","Grossmont College","El Cajon, CA, US","601","185","0.8697","46","4","11","Enrolled","CB","Arizona State",110,38919,2014
"137","Christian Sam","Allen","Allen, TX, US","602","212","0.8659","532","42","65","Enrolled","LB","Arizona State",110,49817,2014
"138","Edmond Boateng","New Mexico Military Institute","Roswell, NM, US","604","260","0.8641","58","6","1","Enrolled","ED","Arizona State",110,48413,2014
"139","Jalen Harvey","El Cerrito","El Cerrito, CA, US","601","175","0.9007","268","38","29","Signed","WR","Arizona State",110,47780,2014
"140","Connor Humphreys","Central Catholic","Portland, OR, US","603.5","268","0.8977","283","15","2","Signed","ED","Arizona State",110,32598,2014
"141","Eric Lauderdale","Saddleback College","Mission Viejo, CA, US","602","190","0.8969","20","3","4","Signed","WR","Arizona State",110,16922,2014
"142","Tashon Smallwood","Central East","Fresno, CA, US","601","280","0.8942","297","24","31","Signed","DI","Arizona State",110,48711,2014
"143","Demario Richard","Palmdale","Palmdale, CA, US","510","200","0.8838","374","21","41","Signed","HB","Arizona State",110,27031,2014
"144","Dalvon Stuckey","Pearl River C.C.","Poplarville, MS, US","603","300","0.8768","35","7","8","Signed","DI","Arizona State",110,NA,2014
"145","Sam Jones","ThunderRidge","Littleton, CO, US","605","275","0.8721","466","38","4","Signed","T","Arizona State",110,38935,2014
"146","Darrius Caldwell","Pearl River C.C.","Poplarville, MS, US","606","240","0.8660","57","1","16","Signed","ED","Arizona State",110,NA,2014
"147","Ismael Murphy-Richardson","Desert Edge","Goodyear, AZ, US","604","215","0.8649","540","44","10","Signed","LB","Arizona State",110,27084,2014
"148","De'Chavon Hayes","Lackawanna C.C.","Scranton, PA, US","510.5","180","0.8610","63","3","2","Signed","HB","Arizona State",110,NA,2014
"149","Deandre Scott","Imhotep Institute","Philadelphia, PA, US","508","180","0.8522","765","61","23","Signed","S","Arizona State",110,NA,2014
"150","Jamal Scott","Magnolia","Anaheim, CA, US","602","200","0.8497","814","66","77","Signed","S","Arizona State",110,27022,2014
"151","Jamal Scott","Magnolia","Anaheim, CA, US","602","200","0.8497","814","66","77","Signed","S","Arizona State",110,27022,2014
"152","Coltin Gerhart","Norco","Norco, CA, US","601","216","0.8491","825","22","80","Signed","QB","Arizona State",110,26907,2014
"153","Quinn Bailey","Higley","Gilbert, AZ, US","606","270","0.8456","895","81","19","Signed","T","Arizona State",110,46669,2014
"154","Armand Perry","Bishop Gorman","Las Vegas, NV, US","600","180","0.8375","NA","92","6","Signed","S","Arizona State",110,38938,2014
"155","Chad Adams","Allen","Allen, TX, US","509","168","0.8370","NA","85","139","Signed","CB","Arizona State",110,49068,2014
"156","Dasmond Tautalatasi","De La Salle","Concord, CA, US","601","185","0.8193","NA","123","142","Signed","S","Arizona State",110,26877,2014
"157","Brendan Landman","Monte Vista","Danville, CA, US","606","220","0.8180","NA","60","144","Signed","TE","Arizona State",110,27070,2014
"158","Tim White","College of the Canyons","Valencia, CA, US","511","175","0.7000","426","54","147","Signed","WR","Arizona State",110,12144,2014
"159","Jordan Thomas","Inderkum","Sacramento, CA, US","600","185","0.8165","NA","126","150","Commit","S","Arizona State",110,NA,2014
"160","Bijhon Jackson","El Dorado","El Dorado, AR, US","601.75","334","0.9636","81","6","2","Enrolled","DI","Arkansas",111,39093,2014
"161","Brian Wallace","Christian Brothers College","Saint Louis, MO, US","606","305","0.9596","90","8","1","Enrolled","T","Arkansas",111,27847,2014
"162","Jojo Robinson","Northwestern","Miami, FL, US","600","183","0.9024","255","21","36","Enrolled","WR","Arkansas",111,28038,2014
"163","Frank Ragnow","Chanhassen","Chanhassen, MN, US","606","291","0.8913","324","27","3","Enrolled","T","Arkansas",111,39137,2014
"164","Rafe Peavey","Bolivar","Bolivar, MO, US","602","212","0.8844","367","20","5","Enrolled","QB","Arkansas",111,27966,2014
"165","Josh Allen","University Christian","Jacksonville, FL, US","603","285","0.8721","467","25","68","Enrolled","G","Arkansas",111,37029,2014
"166","Henre' Toliver","Archbishop Rummel","Metairie, LA, US","601","165","0.8700","485","34","22","Enrolled","CB","Arkansas",111,49378,2014
"167","Sebastian Tretola","Iowa Western C.C.","Council Bluffs, IA, US","605","315","0.8660","56","11","2","Enrolled","T","Arkansas",111,10827,2014
"168","Chris Murphy","Lassiter","Marietta, GA, US","510","178","0.8593","626","42","53","Enrolled","CB","Arkansas",111,NA,2014
"169","Armon Watts","Christian Brothers College","Saint Louis, MO, US","604","260","0.8534","746","50","14","Enrolled","DI","Arkansas",111,27844,2014
"170","Juan Day","North Little Rock","North Little Rock, AR, US","601","210","0.8527","757","46","4","Enrolled","HB","Arkansas",111,39033,2014
"171","Santos Ramirez","Evangel Christian Academy","Shreveport, LA, US","602","180","0.8481","840","70","31","Enrolled","S","Arkansas",111,49084,2014
"172","Kendrick Edwards","Norland","Miami, FL, US","606","205","0.8458","888","118","129","Enrolled","WR","Arkansas",111,38284,2014
"173","Jared Cornelius","Evangel Christian Academy","Shreveport, LA, US","600","175","0.8440","927","123","35","Enrolled","WR","Arkansas",111,47451,2014
"174","Jack Kraus","Bentonville","Bentonville, AR, US","605","260","0.8416","982","46","6","Enrolled","TE","Arkansas",111,47368,2014
"175","Cornelius Floyd","Gulliver Prep","Miami, FL, US","601","190","0.8391","NA","140","151","Enrolled","WR","Arkansas",111,39079,2014
"176","Jake Hall","Har-Ber","Springdale, AR, US","605","235","0.8376","NA","52","7","Enrolled","ED","Arkansas",111,45126,2014
"177","Khalia Hackett","South Paulding","Douglasville, GA, US","603","205","0.8357","NA","94","96","Enrolled","S","Arkansas",111,39074,2014
"178","Cole Hedlund","Argyle","Argyle, TX, US","510","170","0.8353","NA","1","142","Enrolled","K","Arkansas",111,28040,2014
"179","Josh Liddell","Dollarway","White Hall, AR, US","600","193","0.8341","NA","97","9","Enrolled","S","Arkansas",111,49150,2014
"180","Dwayne Eugene","Archbishop Rummel","Metairie, LA, US","601","222","0.8274","NA","112","47","Enrolled","S","Arkansas",111,NA,2014
"181","Randy Ramsey","Dillard","Fort Lauderdale, FL, US","603.5","210","0.8153","NA","130","213","Enrolled","S","Arkansas",111,39094,2014
"182","Cody Hollister","Arizona Western College","Yuma, AZ, US","604","205","0.8069","204","25","16","Enrolled","WR","Arkansas",111,12052,2014
"183","Anthony Brown","Killian","Miami, FL, US","604","235","0.7841","NA","107","316","Enrolled","ED","Arkansas",111,39741,2014
"184","Josh Williams","Dodge City C.C.","Dodge City, KS, US","601","225","NA","NA","NA","NA","Enrolled","LB","Arkansas",111,39098,2014
"185","Lane Saling","Owasso","Owasso, OK, US","508","152","NA","NA","NA","NA","Enrolled","K","Arkansas",111,27977,2014
"186","Jovan Pruitt","Bishop Dunne","Dallas, TX, US","606","290","0.8861","358","30","45","Signed","T","Arkansas",111,NA,2014
"187","Charles Gaskins","Amos P. Godby","Tallahassee, FL, US","600","180","0.8017","NA","154","249","Enrolled","S","Arkansas State",113,31621,2014
"188","Nehemiah Wagner","Horn","Mesquite, TX, US","511.5","172","0.8219","NA","106","188","Signed","CB","Arkansas State",113,49396,2014
"189","Chuks Ota","Jonesboro","Jonesboro, AR, US","602","285","0.8132","NA","91","12","Signed","DI","Arkansas State",113,27984,2014
"190","Blaise Taylor","Auburn","Auburn, AL, US","508","170","0.8083","NA","138","53","Signed","WR","Arkansas State",113,50506,2014
"191","Christian Beard","Midway","Waco, TX, US","604","270","0.8043","NA","94","247","Signed","G","Arkansas State",113,28923,2014
"192","Charles Grant","Mesquite","Mesquite, TX, US","510.5","183","0.8025","NA","152","253","Signed","S","Arkansas State",113,27918,2014
"193","Khari Lain","Sandy Creek","Tyrone, GA, US","508","175","0.8013","NA","126","155","Signed","LB","Arkansas State",113,49801,2014
"194","Blake Mack","Lonoke","Lonoke, AR, US","603","205","0.7958","NA","235","16","Signed","WR","Arkansas State",113,47171,2014
"195","Kyle Strickland","Brandon","Brandon, MS, US","605","245","0.7932","NA","84","47","Signed","ED","Arkansas State",113,NA,2014
"196","James Tabary","Holy Cross","New Orleans, LA, US","602","190","0.7925","NA","87","74","Signed","QB","Arkansas State",113,38262,2014
"197","Daniel Keith","Florence","Florence, AL, US","604","274","0.7832","NA","117","66","Signed","G","Arkansas State",113,27921,2014
"198","Terrance Hollingsworth","Berry Sch","Berry, AL, US","509","194","0.7784","NA","139","68","Signed","HB","Arkansas State",113,28000,2014
"199","Daryl Rollins","Fulton","Knoxville, TN, US","508","171","0.7782","NA","141","50","Signed","HB","Arkansas State",113,NA,2014
"200","Jhamahl Bell","Warren","Warren, AR, US","604","290","0.7757","NA","188","20","Signed","T","Arkansas State",113,27922,2014
"201","Jarrod Chandler","Barton","Aubrey, AR, US","601","205","0.7732","NA","201","21","Signed","WR","Arkansas State",113,50091,2014
"202","D.J. Armstead","Florence","Florence, AL, US","511","185","0.7683","NA","218","75","Signed","CB","Arkansas State",113,27981,2014
"203","Kyle Harris","Itawamba C.C.","Fulton, MS, US","604","288","0.7667","298","15","43","Signed","G","Arkansas State",113,17601,2014
"204","Eugene Sutton","Samuel Clemens","Schertz, TX, US","602","275","0.7657","NA","178","435","Signed","DI","Arkansas State",113,NA,2014
"205","Marcus Hudson","Manor","Manor, TX, US","604","265","0.7609","NA","187","461","Signed","DI","Arkansas State",113,27848,2014
"206","Caleb Caston","Pascagoula","Pascagoula, MS, US","601.5","205","0.7531","NA","207","66","Signed","LB","Arkansas State",113,48887,2014
"207","Charles Alexander","Los Medanos C.c.","Pittsburg, CA, US","604","300","0.7400","359","41","128","Signed","DI","Arkansas State",113,17810,2014
"208","Carderious Dean","Itawamba C.C.","Fulton, MS, US","603","235","0.7333","363","21","53","Signed","LB","Arkansas State",113,17822,2014
