"","data.player","data.previous_school","data.hometown","data.height","data.weight","data.rating","data.nat","data.pos","data.st","data.status","data.position","data.team","data.team_id","data.player_id","season"
"30","Wilson Heres","Roswell","Roswell, GA, US","602","260","NA","NA","NA","NA","Commit","G","Air Force",101,NA,2011
"31","Dallis Joiner","Westminster Christian School","Gainesville, GA, US","511","200","NA","NA","NA","NA","Commit","LB","Air Force",101,NA,2011
"32","Jeremy McNeal","La Porte","La Porte, TX, US","509","165","NA","NA","NA","NA","Commit","CB","Air Force",101,NA,2011
"33","Kale Pearson","Tulsa Academic Ctr","Tulsa, OK, US","510","155","NA","NA","NA","NA","Commit","WR","Air Force",101,13849,2011
"34","Tanner Rice","Coppell","Coppell, TX, US","602","240","NA","NA","NA","NA","Commit","ED","Air Force",101,NA,2011
"35","Demarcus Robinson","Cedar Hill","Cedar Hill, TX, US","510","160","NA","NA","NA","NA","Commit","CB","Air Force",101,NA,2011
"36","Blake Fussell","Brookwood","Snellville, GA, US","602","280","NA","NA","NA","NA","Commit","C","Air Force",101,NA,2011
"37","Nick Rossi","Riverside","Taylor, PA, US","602","230","0.8042","NA","65","35","Signed","LB","Akron",102,12531,2011
"38","A.J. Fox","Cardinal Mooney","Youngstown, OH, US","510","190","0.7582","NA","35","101","Signed","K","Akron",102,NA,2011
"39","Vinnie Rizzo","Nassau C.C.","Garden City, NY, US","603","275","0.7500","150","10","7","Signed","G","Akron",102,NA,2011
"40","Karell Bostick","Bergen Catholic","Oradell, NJ, US","508","190","0.7432","NA","150","49","Signed","HB","Akron",102,NA,2011
"41","John Clay","East St. Louis","East Saint Louis, IL, US","601","320","0.7382","NA","27","58","Signed","C","Akron",102,NA,2011
"42","Johnny Robinson","Glenville","Cleveland, OH, US","510","180","0.7382","NA","265","105","Signed","WR","Akron",102,16217,2011
"43","Dylan Brumbaugh","Green","Hinckley, OH, US","605","260","0.7333","NA","145","106","Signed","DI","Akron",102,16589,2011
"44","Kyle Pohl","Valley View","Germantown, OH, US","603","205","0.7333","NA","77","108","Signed","QB","Akron",102,16451,2011
"45","Bryce Cheek","Olentangy","Lewis Center, OH, US","600","170","0.7333","NA","166","112","Signed","CB","Akron",102,11464,2011
"46","Isaiah Williams","John Adams","Cleveland, OH, US","603","250","0.7333","NA","133","117","Signed","ED","Akron",102,11467,2011
"47","Cody Grice","Firestone","Akron, OH, US","600","242","0.7333","NA","14","119","Signed","FB","Akron",102,16448,2011
"48","Andrew Bohan","Avon Lake","Avon Lake, OH, US","605","270","0.7333","NA","198","129","Signed","T","Akron",102,16665,2011
"49","Justin March","Danville","Danville, IL, US","600","207","0.7333","NA","197","66","Signed","LB","Akron",102,NA,2011
"50","Tyler Williams","Colerain","Cincinnati, OH, US","507","160","0.7333","NA","166","136","Signed","HB","Akron",102,37709,2011
"51","Dajour Morris","Greater Johnstown","Johnstown, PA, US","602","285","0.7333","NA","159","63","Signed","DI","Akron",102,NA,2011
"52","Travis Switzer","Conestoga Valley","Lancaster, PA, US","602","270","0.7333","NA","162","64","Signed","G","Akron",102,12468,2011
"53","Bre Ford","Bethel Park","Bethel Park, PA, US","510","200","0.7333","NA","176","66","Signed","HB","Akron",102,NA,2011
"54","Devonte Morgan","Glenville","Cleveland, OH, US","601","185","0.7333","NA","184","148","Signed","CB","Akron",102,12529,2011
"55","Clayton Moore","Mississippi Gulf Coast C.C.","Perkinston, MS, US","601","210","0.7000","165","7","21","Signed","QB","Akron",102,NA,2011
"56","James Price","Woodland Hills","Pittsburgh, PA, US","602","285","0.7000","NA","171","70","Signed","DI","Akron",102,NA,2011
"57","John Griggs","Nassau C.C.","Garden City, NY, US","605","260","0.7000","261","21","11","Signed","ED","Akron",102,NA,2011
"58","A.J. Price","Dean College","Franklin, MA, US","604","190","0.7000","269","25","1","Signed","WR","Akron",102,NA,2011
"59","Cyrus Kouandjio","DeMatha Catholic","Hyattsville, MD, US","607","315","0.9994","2","1","1","Enrolled","T","Alabama",103,NA,2011
"60","Ha Ha Clinton-Dix","Dr. Phillips","Orlando, FL, US","602","190","0.9955","7","2","2","Enrolled","S","Alabama",103,NA,2011
"61","Trey DePriest","Springfield","Springfield, OH, US","602","242","0.9846","30","3","2","Enrolled","LB","Alabama",103,NA,2011
"62","Xzavier Dickson","Griffin","Griffin, GA, US","603","238","0.9795","35","5","5","Enrolled","ED","Alabama",103,9686,2011
"63","Dee Hart","Dr. Phillips","Orlando, FL, US","509","190","0.9785","37","2","11","Enrolled","HB","Alabama",103,NA,2011
"64","Marvin Shinn","Vigor","Mobile, AL, US","603","177","0.9675","63","8","1","Enrolled","WR","Alabama",103,NA,2011
"65","Jeoffrey Pagan","Asheville","Asheville, NC, US","604","272","0.9645","68","6","2","Enrolled","ED","Alabama",103,NA,2011
"66","Brent Calloway","Russellville","Russellville, AL, US","601","210","0.9632","72","4","2","Enrolled","LB","Alabama",103,NA,2011
"67","Bradley Sylve","South Plaquemines","Port Sulphur, LA, US","511","175","0.9472","107","15","6","Enrolled","WR","Alabama",103,12070,2011
"68","Jesse Williams","Arizona Western College","Yuma, AZ, US","604","319","0.9448","3","2","1","Enrolled","DI","Alabama",103,NA,2011
"69","Danny Woodson","LeFlore","Mobile, AL, US","602","200","0.9205","173","24","6","Enrolled","WR","Alabama",103,NA,2011
"70","Malcolm Faciane","Picayune Memorial","Picayune, MS, US","606","265","0.9164","189","10","6","Enrolled","TE","Alabama",103,17765,2011
"71","Corey Grant","Opelika","Opelika, AL, US","510","186","0.9098","204","7","7","Enrolled","HB","Alabama",103,NA,2011
"72","D.J. Pettway","Pensacola Catholic","Pensacola, FL, US","603","255","0.9076","209","9","39","Enrolled","ED","Alabama",103,NA,2011
"73","LaMichael Fanning","Harris County","Hamilton, GA, US","606","285","0.9067","215","18","16","Enrolled","DI","Alabama",103,NA,2011
"74","Ryan Kelly","Lakota West","West Chester, OH, US","604","264","0.9010","236","3","12","Enrolled","C","Alabama",103,10652,2011
"75","Aaron Douglas","Arizona Western College","Yuma, AZ, US","606","295","0.8978","13","2","2","Enrolled","T","Alabama",103,NA,2011
"76","Quinton Dial","East Mississippi C.C.","Scooba, MS, US","606","294","0.8967","14","6","2","Enrolled","DI","Alabama",103,NA,2011
"77","Jabriel Washington","Trinity Christian","Jackson, TN, US","511","165","0.8902","282","20","3","Enrolled","WR","Alabama",103,11365,2011
"78","Christion Jones","Minor","Adamsville, AL, US","600","185","0.8777","347","29","11","Enrolled","CB","Alabama",103,9816,2011
"79","Isaac Luatua","La Mirada","La Mirada, CA, US","602","300","0.8745","372","17","37","Enrolled","G","Alabama",103,17709,2011
"80","Ronald Carswell","Westside","Macon, GA, US","600","180","0.8631","490","60","37","Enrolled","WR","Alabama",103,NA,2011
"81","Phillip Ely","Plant","Tampa, FL, US","601","187","0.8599","553","17","79","Enrolled","QB","Alabama",103,NA,2011
"82","Vinnie Sunseri","Northridge","Tuscaloosa, AL, US","600","217","0.8575","593","28","20","Enrolled","LB","Alabama",103,NA,2011
"83","Duron Carter","Coffeyville C.C.","Coffeyville, KS, US","604","210","0.8556","36","4","7","Enrolled","WR","Alabama",103,NA,2011
"84","Matt Sandlin","Tuscaloosa County","Northport, AL, US","603","207","NA","NA","NA","NA","Enrolled","QB","Alabama",103,NA,2011
"85","Doug Middleton","Parkland","Winston Salem, NC, US","600","180","0.7432","NA","157","91","Enrolled","CB","Appalachian State",108,11262,2011
"86","David Richards","Palmdale","Palmdale, CA, US","603","197","0.8519","679","78","68","Enrolled","WR","Arizona",109,11055,2011
"87","David Richards","Palmdale","Palmdale, CA, US","603","197","0.8519","679","78","68","Enrolled","WR","Arizona",109,11055,2011
"88","Daxx Garman","Carroll Senior","Grapevine, TX, US","601","185","0.8108","NA","32","207","Enrolled","QB","Arizona",109,NA,2011
"89","Saneilia Fuimaono","Punahou","Honolulu, HI, US","602","280","0.8099","NA","97","7","Enrolled","DI","Arizona",109,NA,2011
"90","Drew Robinson","Snow College","Ephraim, UT, US","605","242","0.7900","99","4","3","Enrolled","TE","Arizona",109,NA,2011
"91","Tra'Mayne Bondurant","Fairfield","Fairfield, CA, US","510","183","0.7858","NA","103","147","Enrolled","WR","Arizona",109,13182,2011
"92","Addison Bachman","Citrus College","Glendora, CA, US","604","300","0.7793","110","7","39","Enrolled","G","Arizona",109,NA,2011
"93","Kyle Dugandzic","Ventura College","Ventura, CA, US","600","195","0.7685","127","1","45","Enrolled","P","Arizona",109,NA,2011
"94","Sir Thomas Jackson","O'Dea","Seattle, WA, US","601","210","NA","NA","NA","NA","Enrolled","LB","Arizona",109,17208,2011
"95","Carter Wood","Chaparral","Scottsdale, AZ, US","602","285","NA","NA","NA","NA","Enrolled","C","Arizona",109,17138,2011
"96","Johnny Jackson","St Augustine","San Diego, CA, US","510","184","NA","NA","NA","NA","Enrolled","WR","Arizona",109,17139,2011
"97","Johnny Jackson","St Augustine","San Diego, CA, US","510","184","NA","NA","NA","NA","Enrolled","WR","Arizona",109,17139,2011
"98","Drew Riggleman","Sahuaro","Tucson, AZ, US","602","213","NA","NA","NA","NA","Enrolled","P","Arizona",109,17207,2011
"99","Ka'Deem Carey","Canyon Del Oro","Tucson, AZ, US","509","184","0.8799","331","27","8","Signed","HB","Arizona",109,NA,2011
"100","Rob Hankins","Parish Episcopal School","Dallas, TX, US","601","221","0.8721","393","17","67","Signed","LB","Arizona",109,68849,2011
"101","Jared Baker","Loyola","Los Angeles, CA, US","509","180","0.8690","414","29","41","Signed","HB","Arizona",109,NA,2011
"102","Patrick Onwuasor","Inglewood","Inglewood, CA, US","602","194","0.8690","417","53","42","Signed","WR","Arizona",109,NA,2011
"103","Dominique Petties","Duncan","Duncan, OK, US","601","210","0.8656","460","29","5","Signed","WR","Arizona",109,NA,2011
"104","Michael Cooper","The Woodlands","The Woodlands, TX, US","605","230","0.8487","745","32","120","Signed","ED","Arizona",109,NA,2011
"105","Reggie Gilbert","Betty H. Fairfax","Laveen, AZ, US","603","230","0.8388","923","63","15","Signed","ED","Arizona",109,11147,2011
"106","Hank Hobson","Stockdale","Bakersfield, CA, US","602","213","0.8328","NA","89","101","Signed","LB","Arizona",109,13184,2011
"107","Faitele Faafoi","Tustin","Tustin, CA, US","605","295","0.8327","NA","63","102","Signed","G","Arizona",109,17067,2011
"108","Jacob Arzouman","Salpointe Catholic","Tucson, AZ, US","603","260","0.8316","NA","66","16","Signed","G","Arizona",109,17210,2011
"109","Dame Ndiaye","Hoover","San Diego, CA, US","605","215","0.8256","NA","73","110","Signed","ED","Arizona",109,NA,2011
"110","Aowae DeRego","San Jose City College","San Jose, CA, US","603","255","0.7900","95","8","35","Signed","ED","Arizona",109,NA,2011
"111","Lene Maiava","Tafuna","Pago Pago, AS","605","255","0.7732","NA","144","1","Signed","T","Arizona",109,NA,2011
"112","Cortez Johnson","O Perry Walker","New Orleans, LA, US","602","190","0.7667","NA","130","52","Signed","S","Arizona",109,NA,2011
"113","Jaimie Salazar","South Garland","Garland, TX, US","601","195","0.7610","NA","33","322","Signed","K","Arizona",109,NA,2011
"114","Tellas Jones","Booker T. Washington","Miami, FL, US","600","190","NA","NA","NA","NA","Commit","LB","Arizona",109,51288,2011
"115","Michael Eubank","Centennial","Corona, CA, US","605","220","0.8854","307","11","32","Enrolled","QB","Arizona State",110,NA,2011
"116","Mike Bercovici","Taft","Woodland Hills, CA, US","601","210","0.8577","588","21","59","Enrolled","QB","Arizona State",110,10986,2011
"117","Vi Teofilo","Moon Valley","Phoenix, AZ, US","603","295","0.8190","NA","86","18","Enrolled","DI","Arizona State",110,11397,2011
"118","Jason Franklin","Chaminade","West Hills, CA, US","600","221","0.7667","NA","88","184","Enrolled","LB","Arizona State",110,16925,2011
"119","Rashad Ross","Butte College","Oroville, CA, US","600","170","NA","NA","NA","NA","Enrolled","WR","Arizona State",110,NA,2011
"120","Mo Latu","Gilbert","Gilbert, AZ, US","603","315","0.8738","377","5","9","Signed","C","Arizona State",110,16923,2011
"121","Ezekiel Bishop","East","Denver, CO, US","509","182","0.8569","598","38","6","Signed","WR","Arizona State",110,16850,2011
"122","Brent Walker","Norco","Norco, CA, US","605","300","0.8503","720","41","73","Signed","G","Arizona State",110,NA,2011
"123","Rashad Wadood","Lakewood","Lakewood, CA, US","510","180","0.8463","804","61","81","Signed","CB","Arizona State",110,NA,2011
"124","Isreal Marshall","Mountain Pointe","Phoenix, AZ, US","601","185","0.8432","847","73","12","Signed","LB","Arizona State",110,NA,2011
"125","Sean O'Grady","Tesoro","Rancho Santa Margarita, CA, US","602","230","0.8307","NA","53","104","Signed","ED","Arizona State",110,NA,2011
"126","Devin Goodman","Lakeland","Lakeland, FL, US","602","270","0.8278","NA","69","142","Signed","G","Arizona State",110,16853,2011
"127","Gary Chambers","Ironwood","Glendale, AZ, US","603","195","0.8145","NA","155","19","Signed","WR","Arizona State",110,NA,2011
"128","David Moala","Junipero Serra","Gardena, CA, US","601","280","0.8114","NA","93","123","Signed","DI","Arizona State",110,NA,2011
"129","Josh Hubner","Scottsdale C.C.","Scottsdale, AZ, US","603","225","0.7907","94","1","7","Signed","K","Arizona State",110,NA,2011
"130","Davon Coleman","Glenville","Cleveland, OH, US","602","295","NA","NA","NA","NA","Signed","DI","Arizona State",110,NA,2011
"131","Brey Cook","Har-Ber","Springdale, AR, US","607","317","0.9639","69","5","2","Enrolled","T","Arkansas",111,NA,2011
"132","Marquel Wade","Milford Academy","New Berlin, NY, US","511","180","0.9000","5","2","1","Enrolled","WR","Arkansas",111,NA,2011
"133","Quinta Funderburk","Oscar Smith","Chesapeake, VA, US","603","200","0.8926","271","31","8","Enrolled","WR","Arkansas",111,NA,2011
"134","Andrew Peterson","Seagoville","Dallas, TX, US","605","260","0.8842","311","17","50","Enrolled","TE","Arkansas",111,NA,2011
"135","Robert Atiga","Snow College","Ephraim, UT, US","603","240","0.8800","21","1","1","Enrolled","LB","Arkansas",111,NA,2011
"136","Jason Peacock","Citrus College","Glendora, CA, US","605","325","0.8396","50","2","19","Enrolled","G","Arkansas",111,NA,2011
"137","Tyler Gilbert","North Carolina Tech","Charlotte, NC, US","603","240","0.7851","NA","74","67","Enrolled","LB","Arkansas",111,NA,2011
"138","Justin Oates","Buckhorn","New Market, AL, US","604","230","NA","NA","NA","NA","Enrolled","ED","Arkansas",111,NA,2011
"139","Chris Stringer","Citrus College","Glendora, CA, US","607","300","NA","NA","NA","NA","Enrolled","T","Arkansas",111,13833,2011
"140","Drew Gorton","Fayetteville","Fayetteville, AR, US","600","196","NA","NA","NA","NA","Enrolled","LS","Arkansas",111,17784,2011
"141","Brad Taylor","Har-Ber","Springdale, AR, US","604","246","NA","NA","NA","NA","Enrolled","TE","Arkansas",111,NA,2011
"142","Mitch Smothers","Springdale","Springdale, AR, US","604","291","0.9315","143","6","3","Signed","G","Arkansas",111,17789,2011
"143","Tevin Mitchel","Mansfield Legacy","Mansfield, TX, US","600","175","0.9098","205","18","28","Signed","CB","Arkansas",111,9615,2011
"144","Lonnie Gosha","Union County","Lake Butler, FL, US","602","275","0.8964","256","21","43","Signed","DI","Arkansas",111,NA,2011
"145","Kelvin Fisher Jr.","Higley","Gilbert, AZ, US","511","180","0.8891","288","22","7","Signed","WR","Arkansas",111,NA,2011
"146","Keante Minor","East St. Louis","East Saint Louis, IL, US","601","195","0.8872","298","36","8","Signed","WR","Arkansas",111,NA,2011
"147","Brandon Allen","Fayetteville","Fayetteville, AR, US","602","195","0.8766","354","8","4","Signed","QB","Arkansas",111,10835,2011
"148","Grady Ollison","Malvern","Malvern, AR, US","604","270","0.8649","466","33","5","Signed","ED","Arkansas",111,17650,2011
"149","DeMarcus Hodge","Neville","Monroe, LA, US","601","298","0.8640","475","39","19","Signed","DI","Arkansas",111,NA,2011
"150","Austin Beck","Nowata","Nowata, OK, US","608","285","0.8619","507","52","7","Signed","T","Arkansas",111,17640,2011
"151","Davyon McKinney","Forrest City","Forrest City, AR, US","602","180","0.8584","568","71","6","Signed","WR","Arkansas",111,17787,2011
"152","Kody Walker","Jefferson City","Jefferson City, MO, US","601","230","0.8568","604","37","5","Signed","HB","Arkansas",111,45758,2011
"153","Marcus Danenhauer","Bentonville","Bentonville, AR, US","605","315","0.8481","754","44","8","Signed","G","Arkansas",111,17786,2011
"154","Horace Arkadie","Irving","Irving, TX, US","604","240","0.8453","816","56","134","Signed","ED","Arkansas",111,NA,2011
"155","Darrell Kelly-Thomas","Lufkin","Lufkin, TX, US","602","224","0.8422","864","41","141","Signed","ED","Arkansas",111,NA,2011
"156","Brock Haman","Saguaro","Scottsdale, AZ, US","603","225","0.8396","905","62","14","Signed","WR","Arkansas",111,NA,2011
"157","Alonzo Highsmith","Phoenix College","Phoenix, AZ, US","602","215","0.8322","55","6","4","Signed","LB","Arkansas",111,NA,2011
"158","Jashaud Sims","Dickinson","Dickinson, TX, US","604","190","0.8266","NA","82","183","Signed","S","Arkansas",111,NA,2011
"159","Rohan Gaines","Bainbridge","Bainbridge, GA, US","511","180","0.8136","NA","85","98","Signed","WR","Arkansas",111,11185,2011
"160","Trey Flowers","Columbia","Huntsville, AL, US","603","240","0.8080","NA","62","42","Signed","ED","Arkansas",111,9534,2011
"161","Kane Whitehurst","Chattahoochee","Alpharetta, GA, US","600","175","0.8024","NA","178","107","Signed","WR","Arkansas",111,NA,2011
"162","Kiero Small","Hartnell College","Salinas, CA, US","510","247","0.7926","93","6","34","Signed","LB","Arkansas",111,NA,2011
"163","Brett Weir","St. Thomas Aquinas","London, ON","605","220","0.7883","NA","101","1","Signed","WR","Arkansas",111,NA,2011
"164","James Bradberry","Pleasant Grove","Pleasant Grove, AL, US","601","189","0.7333","NA","156","73","Enrolled","WR","Arkansas State",113,NA,2011
"165","Artez Brown","Newport","Newport, AR, US","511","175","0.8466","784","57","9","Signed","CB","Arkansas State",113,14016,2011
"166","Don Jones","Mississippi Gulf Coast C.C.","Perkinston, MS, US","601","208","0.7444","153","11","16","Signed","S","Arkansas State",113,NA,2011
"167","Quitin Sparkmon","West Memphis","West Memphis, AR, US","510","180","0.7333","NA","162","19","Signed","CB","Arkansas State",113,NA,2011
"168","Devontay Barnett","West Jones","Laurel, MS, US","600","200","0.7333","NA","153","48","Signed","WR","Arkansas State",113,NA,2011
"169","Stephen Hogan","Greenwood","Greenwood, AR, US","604","205","0.7333","NA","276","21","Signed","WR","Arkansas State",113,17827,2011
"170","Zach Davis","Harrisburg","Harrisburg, AR, US","602","195","0.7333","NA","84","23","Signed","QB","Arkansas State",113,NA,2011
"171","J.D. McKissic","Central","Phenix City, AL, US","510","185","0.7333","NA","280","76","Signed","WR","Arkansas State",113,11047,2011
"172","Steven Stevens","Baldwin County","Bay Minette, AL, US","604","265","0.7333","NA","213","87","Signed","T","Arkansas State",113,17680,2011
"173","Darius Turner","McGavock","Nashville, TN, US","601","185","0.7333","NA","179","44","Signed","CB","Arkansas State",113,NA,2011
"174","Terrious Triplett","Ridgeway","Memphis, TN, US","601","185","0.7333","NA","187","46","Signed","CB","Arkansas State",113,NA,2011
"175","Chris Stevens","Daleville","Daleville, AL, US","603","245","0.7000","NA","117","93","Signed","TE","Arkansas State",113,NA,2011
"176","Anthony Kincy","Butte College","Oroville, CA, US","600","232","0.7000","176","10","62","Signed","TE","Arkansas State",113,NA,2011
"177","Ronnell Wright","Butte College","Oroville, CA, US","603","285","0.7000","202","18","79","Signed","DI","Arkansas State",113,NA,2011
"178","Josh Jarobe","Northeast Mississippi C.C.","Booneville, MS, US","603","215","0.7000","208","18","29","Signed","WR","Arkansas State",113,NA,2011
"179","Steve Haunga","College of the Canyons","Valencia, CA, US","602","313","0.7000","242","21","96","Signed","T","Arkansas State",113,NA,2011
"180","Aaron Williams","Mississippi Gulf Coast C.C.","Perkinston, MS, US","605","324","0.7000","248","16","42","Signed","G","Arkansas State",113,NA,2011
"181","Kevin Galindo","Laney College","Oakland, CA, US","0","","0.7000","264","22","108","Signed","T","Arkansas State",113,NA,2011
"182","James Williams","Arizona Western College","Yuma, AZ, US","605","305","0.7000","272","19","20","Signed","G","Arkansas State",113,NA,2011
"183","Shervarius Jackson","Fresno City College","Fresno, CA, US","602","230","0.7000","279","17","114","Signed","ED","Arkansas State",113,NA,2011
"184","Kyle Coleman","Watson Chapel","Pine Bluff, AR, US","601","215","0.7667","NA","117","16","Commit","WR","Arkansas State",113,NA,2011
"185","Steven Huanga","College of the Canyons","Valencia, CA, US","603","305","0.7200","164","12","56","Commit","G","Arkansas State",113,NA,2011
"186","Terry Baggett","Whitney Young","Chicago, IL, US","600","207","0.7667","NA","130","50","Enrolled","HB","Army",114,15692,2011
"187","Chris Carnegie","St Mary's College","Albany, CA, US","600","180","0.7667","NA","135","173","Commit","S","Army",114,20086,2011
"188","Ja'Quail Haskins","Killeen","Killeen, TX, US","509","175","0.7667","NA","118","275","Commit","HB","Army",114,NA,2011
"189","Tony Giovannelli","Glenwood","Chatham, IL, US","600","185","0.7667","NA","119","49","Commit","HB","Army",114,15694,2011
"190","Gino DeBartolo","Bradford","Kenosha, WI, US","602","200","0.7667","NA","39","17","Commit","QB","Army",114,NA,2011
"191","Dalton Mendenhall","Gov John Rogers","Puyallup, WA, US","602","220","0.7667","NA","91","18","Commit","ED","Army",114,39544,2011
"192","Jared Rogers","Episcopal","Baton Rouge, LA, US","510","175","0.7667","NA","127","57","Commit","HB","Army",114,19806,2011
"193","Brent Stout","Menomonie","Menomonie, WI, US","602","220","0.7667","NA","84","18","Commit","LB","Army",114,NA,2011
"194","Tala Atimalala","Desert Pines","Las Vegas, NV, US","601","270","0.7667","NA","127","8","Commit","DI","Army",114,NA,2011
"195","Nick Bennett","Eastern","Louisville, KY, US","602","280","0.7667","NA","122","17","Commit","G","Army",114,NA,2011
"196","Justin Newman","Mountain View","Mesa, AZ, US","603","185","0.7667","NA","237","28","Commit","WR","Army",114,15754,2011
"197","Collin Downs","Camden Hills Regional","Rockport, ME, US","601","180","0.7667","NA","124","2","Commit","WR","Army",114,NA,2011
"198","Bill Allen","Garden City","Garden City, NY, US","601","265","0.7667","NA","124","23","Commit","G","Army",114,NA,2011
"199","Duran Workman","Saint Albans","Saint Albans, WV, US","600","195","0.7667","NA","126","5","Commit","WR","Army",114,NA,2011
"200","Marcus Poling","Idaho Falls Senior","Idaho Falls, ID, US","511","190","0.7667","NA","128","4","Commit","WR","Army",114,20026,2011
"201","Matt Giachinta","Paramus Catholic","Paramus, NJ, US","602","205","0.7667","NA","154","44","Commit","LB","Army",114,19805,2011
"202","Alex Meier","Anoka Senior","Anoka, MN, US","602","200","0.7667","NA","130","10","Commit","WR","Army",114,NA,2011
"203","Jonathan Lehman","Brookfield East","Brookfield, WI, US","602","190","0.7667","NA","73","21","Commit","QB","Army",114,NA,2011
"204","Deandre Bell","Waller","Waller, TX, US","601","200","0.7667","NA","133","315","Commit","WR","Army",114,NA,2011
"205","Derek Sanchez","Bishop Manogue Catholic","Reno, NV, US","603","200","0.7667","NA","157","10","Commit","LB","Army",114,15757,2011
"206","Logan Pearce","North Royalton","North Royalton, OH, US","601","200","0.7667","NA","139","99","Commit","HB","Army",114,NA,2011
"207","Matt Hugenberg","Quincy Notre Dame","Quincy, IL, US","606","290","0.7667","NA","131","53","Commit","G","Army",114,19954,2011
"208","David Evans","Sauquoit Valley","Sauquoit, NY, US","602","275","0.7482","NA","136","25","Commit","G","Army",114,NA,2011
"209","Kelvin White","East Pennsboro","Enola, PA, US","603","215","0.7432","NA","50","61","Commit","QB","Army",114,20028,2011
"210","Dwaye Randall","Linganore","Frederick, MD, US","600","210","0.7333","NA","157","33","Commit","HB","Army",114,NA,2011
"211","Matt Semelsberger","Urbana","Ijamsville, MD, US","601","185","0.7333","NA","181","37","Commit","S","Army",114,NA,2011
"212","Addison Holstein","Lecanto","Lecanto, FL, US","601","184","0.7332","NA","189","357","Commit","S","Army",114,15693,2011
