"","data.player","data.previous_school","data.hometown","data.height","data.weight","data.rating","data.nat","data.pos","data.st","data.status","data.position","data.team","data.team_id","data.player_id","season"
"58","Domonick Holley","Akron Community East","Akron, AL, US","602","175","0.7681","NA","421","120","Signed","WR","Akron",102,NA,2016
"59","Jaleel Davis","Titusville","Titusville, FL, US","511","205","0.7642","NA","242","511","Signed","HB","Akron",102,NA,2016
"60","Jonathan Neeley","Ursuline","Youngstown, OH, US","605","280","0.7631","NA","270","139","Signed","T","Akron",102,41850,2016
"61","Tyler Gilchrist","Archbishop Hoban","Akron, OH, US","510","175","0.7581","NA","357","144","Commit","CB","Akron",102,43020,2016
"62","Tony Jones","Los Angeles Pierce College","Woodland Hills, CA, US","602","236","NA","NA","NA","NA","Commit","LB","Akron",102,42815,2016
"63","Ben Davis","Gordo","Gordo, AL, US","603","240","0.9955","10","1","1","Enrolled","LB","Alabama",103,41960,2016
"64","Mack Wilson","Carver","Montgomery, AL, US","602","220","0.9884","16","2","2","Enrolled","LB","Alabama",103,43190,2016
"65","Jonah Williams","Folsom","Folsom, CA, US","605","280","0.9877","17","2","3","Enrolled","T","Alabama",103,41651,2016
"66","B.J. Emmons","Freedom","Morganton, NC, US","510","232","0.9805","35","2","3","Enrolled","HB","Alabama",103,NA,2016
"67","Nigel Knott","Germantown","Madison, MS, US","511","175","0.9675","66","8","4","Enrolled","CB","Alabama",103,42471,2016
"68","Terrell Lewis","St. John's","Washington, DC, US","605","250","0.9671","67","6","1","Enrolled","ED","Alabama",103,42845,2016
"69","Shyheim Carter","Kentwood","Kentwood, LA, US","600","190","0.9650","71","9","5","Enrolled","CB","Alabama",103,25451,2016
"70","Raekwon Davis","Meridian","Meridian, MS, US","606.5","327","0.9587","83","12","5","Enrolled","DI","Alabama",103,44582,2016
"71","Charles Baldwin","ASA College","New York","(Brooklyn, NY)          605","315","0.9535","2","1","1","Enrolled","T","Alabama",103,NA,2016
"72","Trevon Diggs","The Avalon School","Bethesda, MD, US","600","183","0.9462","115","4","5","Enrolled","WR","Alabama",103,41817,2016
"73","Jared Mayden","Sachse","Sachse, TX, US","601","190","0.9344","145","13","23","Enrolled","CB","Alabama",103,43058,2016
"74","Quinnen Williams","Wenonah Sch","Birmingham, AL, US","604","265","0.9321","155","17","4","Enrolled","DI","Alabama",103,44216,2016
"75","Deonte Brown","Austin","Decatur, AL, US","603","350","0.9258","177","9","5","Enrolled","G","Alabama",103,41457,2016
"76","Chris Owens","Lamar","Arlington, TX, US","602.5","312","0.9241","187","10","28","Enrolled","G","Alabama",103,40732,2016
"77","Jalen Hurts","Channelview","Channelview, TX, US","602","208","0.9231","192","4","29","Enrolled","QB","Alabama",103,40291,2016
"78","Scott Lashley","West Point","West Point, MS, US","606","300","0.9223","201","20","8","Enrolled","T","Alabama",103,40723,2016
"79","T.J. Simmons","Clay-Chalkville","Pinson, AL, US","602","180","0.8887","346","59","9","Enrolled","WR","Alabama",103,47741,2016
"80","Miller Forristall","Cartersville","Cartersville, GA, US","605","220","0.8822","382","16","33","Enrolled","TE","Alabama",103,47378,2016
"81","Josh Jacobs","McLain","Tulsa, OK, US","510","200","0.8725","469","11","4","Enrolled","HB","Alabama",103,45953,2016
"82","Jamar King","Mendocino College","Ukiah, CA, US","605","285","0.8676","53","3","8","Enrolled","ED","Alabama",103,25443,2016
"83","Irv Smith Jr.","Brother Martin","New Orleans, LA, US","604","230","0.8671","528","22","27","Enrolled","TE","Alabama",103,42060,2016
"84","Aaron Robinson","Deerfield Beach","Deerfield Beach, FL, US","601","178","0.8621","584","55","84","Enrolled","CB","Alabama",103,50370,2016
"85","Shawn Jennings","Dadeville","Dadeville, AL, US","602","218","0.8615","598","36","20","Enrolled","WR","Alabama",103,43027,2016
"86","Joe Donald","Mountain Brook","Birmingham, AL, US","603","210","0.7889","NA","161","85","Enrolled","LB","Alabama",103,81155,2016
"87","Kendell Jones","Shoemaker","Killeen, TX, US","605","375","0.9548","96","13","14","Signed","DI","Alabama",103,NA,2016
"88","Shawndarius Jennings","Dadeville","Dadeville, AL, US","602","220","0.8333","NA","50","44","Commit","LB","Alabama",103,NA,2016
"89","Marcus Williams Jr","Southwest Edgecombe","Pinetops, NC, US","510","190","0.8316","NA","28","54","Enrolled","HB","Appalachian State",108,NA,2016
"90","Aris Duffey","Nease","Ponte Vedra Beach, FL, US","600","184","0.8131","NA","119","243","Enrolled","S","Appalachian State",108,43125,2016
"91","Clifton Duck","Butler","Matthews, NC, US","510","175","0.7531","NA","360","121","Enrolled","CB","Appalachian State",108,49433,2016
"92","K.J. Chamberlain","Emerald","Greenwood, SC, US","602","194","0.8176","NA","111","30","Signed","S","Appalachian State",108,42919,2016
"93","Matthew McClurg","Alcoa","Alcoa, TN, US","605","230","0.8087","NA","111","37","Signed","ED","Appalachian State",108,43684,2016
"94","Matt Williams","Lehigh Senior","Lehigh Acres, FL, US","606","266","0.7972","NA","175","297","Signed","T","Appalachian State",108,41343,2016
"95","Shemar Jean-Charles","Miramar","Hollywood, FL, US","511","175","0.7930","NA","199","309","Signed","CB","Appalachian State",108,42496,2016
"96","Jeremy Level","Page","Greensboro, NC, US","602","195","0.7908","NA","170","78","Signed","S","Appalachian State",108,42442,2016
"97","Crisjohn Roscoe","Duncan U. Fletcher","Neptune Beach, FL, US","602","200","0.7893","NA","331","317","Signed","WR","Appalachian State",108,41055,2016
"98","Mitchell McClurg","Alcoa","Alcoa, TN, US","603","225","0.7891","NA","159","50","Signed","WR","Appalachian State",108,42119,2016
"99","Jalen Virgil","Mountain View","Lawrenceville, GA, US","602","205","0.7891","NA","335","202","Signed","WR","Appalachian State",108,41991,2016
"100","Zac Thomas","Hewitt-Trussville","Trussville, AL, US","602","203","0.7843","NA","57","96","Signed","QB","Appalachian State",108,39989,2016
"101","Kaiden Smith","Mountain View","Lawrenceville, GA, US","601","180","0.7761","NA","263","242","Signed","CB","Appalachian State",108,43224,2016
"102","Nate Haskins","Boone","Orlando, FL, US","605","270","0.7757","NA","213","406","Signed","T","Appalachian State",108,41121,2016
"103","Devonte Harrison","Sandalwood","Jacksonville, FL, US","601","185","0.7750","NA","215","410","Signed","S","Appalachian State",108,43202,2016
"104","A'darius Purifoy","West Florida Tech","Pensacola, FL, US","600","180","0.7749","NA","194","417","Signed","WR","Appalachian State",108,NA,2016
"105","Jordan Fehr","Providence","Charlotte, NC, US","602","215","0.7731","NA","129","87","Signed","LB","Appalachian State",108,42823,2016
"106","Jacob Huesman","Braden River","Bradenton, FL, US","603","207","0.7716","NA","131","429","Signed","QB","Appalachian State",108,41939,2016
"107","Chris Willis","Crest","Shelby, NC, US","602","230","0.7681","NA","137","90","Signed","ED","Appalachian State",108,43969,2016
"108","Cole Garrison","Clay-Chalkville","Pinson, AL, US","604","280","0.7631","NA","271","163","Signed","T","Appalachian State",108,41479,2016
"109","John Hunter","West Forsyth","Clemmons, NC, US","603","240","0.7581","NA","190","119","Signed","ED","Appalachian State",108,NA,2016
"110","Ryan Neuzil","Braden River","Bradenton, FL, US","603","260","0.7581","NA","37","520","Signed","C","Appalachian State",108,41123,2016
"111","Darrynton Evans","New Smyrna Beach","New Smyrna Beach, FL, US","511","180","0.7519","NA","282","525","Signed","S","Appalachian State",108,40692,2016
"112","","","","0","","0.7667","NA","176","452","Commit","ED","Appalachian State",108,NA,2016
"113","Michael Eletise","Kaiser","Honolulu, HI, US","604","313","0.9240","189","11","1","Enrolled","G","Arizona",109,40716,2016
"114","Khalil Tate","Junipero Serra","Gardena, CA, US","602","203","0.9177","214","11","31","Enrolled","WR","Arizona",109,40237,2016
"115","Chacho Ulloa","Centennial","Corona, CA, US","600","190","0.8857","360","18","49","Enrolled","S","Arizona",109,42629,2016
"116","Devaughn Cooper","Narbonne","Harbor City, CA, US","510.5","171","0.8624","582","91","61","Enrolled","WR","Arizona",109,41966,2016
"117","Devaughn Cooper","Narbonne","Harbor City, CA, US","510.5","171","0.8624","582","91","61","Enrolled","WR","Arizona",109,41966,2016
"118","Kahi Neves","Bingham","South Jordan, UT, US","603","238","0.8560","700","49","5","Enrolled","WR","Arizona",109,44156,2016
"119","Isaiah Hayes","Calabasas","Calabasas, CA, US","600","175","0.8533","758","69","73","Enrolled","CB","Arizona",109,43194,2016
"120","Jacob Colacion","La Habra","La Habra, CA, US","601","215","0.8462","925","60","87","Enrolled","LB","Arizona",109,43407,2016
"121","Jalen Cochran","Canton","Canton, MI, US","604","235","0.8429","995","65","26","Enrolled","LB","Arizona",109,42834,2016
"122","JJ Taylor","Centennial","Corona, CA, US","506","155","0.8396","NA","21","106","Enrolled","HB","Arizona",109,NA,2016
"123","Bryson Cain","Great Oak","Temecula, CA, US","605","265","0.8375","NA","99","119","Enrolled","T","Arizona",109,41281,2016
"124","Gavin Robertson","Auburn Mountainview","Auburn, WA, US","602","190","0.8367","NA","75","11","Enrolled","S","Arizona",109,NA,2016
"125","Justin Holt","Salpointe Catholic","Tucson, AZ, US","600","295","0.8362","NA","70","12","Enrolled","DI","Arizona",109,42751,2016
"126","Lorenzo Burns","Linfield Christian School","Temecula, CA, US","510","160","0.8327","NA","116","144","Enrolled","CB","Arizona",109,42903,2016
"127","Jarrius Wallace","John Ehret","Marrero, LA, US","600","185","0.8153","NA","117","74","Enrolled","S","Arizona",109,43310,2016
"128","Shawn Poindexter","Glendale C.C.","Glendale, AZ, US","607","215","0.8093","231","40","23","Enrolled","WR","Arizona",109,25513,2016
"129","Tristan Cooper","Andress","El Paso, TX, US","601","180","0.7924","NA","166","289","Enrolled","S","Arizona",109,43171,2016
"130","Gunther Johnson","Boulder Creek","Phoenix, AZ, US","600","190","0.7667","NA","78","46","Enrolled","QB","Arizona",109,40378,2016
"131","Francisco Nelson","Kathleen","Lakeland, FL, US","604","215","0.7642","NA","155","509","Enrolled","ED","Arizona",109,43390,2016
"132","Bryce Coleman","Mountain View","Tucson, AZ, US","508","165","NA","NA","NA","NA","Enrolled","HB","Arizona",109,98802,2016
"133","Russell Halimon","Allatoona","Acworth, GA, US","510","185","0.8590","644","43","56","Commit","HB","Arizona",109,NA,2016
"134","N'Keal Harry","Chandler","Chandler, AZ, US","604","210","0.9736","53","7","1","Enrolled","WR","Arizona State",110,48297,2016
"135","Chase Lucas","Chandler","Chandler, AZ, US","511","161","0.9143","226","12","4","Enrolled","WR","Arizona State",110,42833,2016
"136","J'Marcus Rhodes","Kilgore J.C.","Kilgore, TX, US","602","202","0.8954","16","2","4","Enrolled","CB","Arizona State",110,24121,2016
"137","Dillon Sterling-Cole","Westfield","Houston, TX, US","603","200","0.8923","326","14","52","Enrolled","QB","Arizona State",110,46390,2016
"138","Alex Losoya","Orange Coast College","Costa Mesa, CA, US","604","300","0.8900","21","1","2","Enrolled","G","Arizona State",110,40839,2016
"139","Koron Crump","Fort Scott C.C.","Fort Scott, KS, US","603","220","0.8857","25","3","5","Enrolled","ED","Arizona State",110,50136,2016
"140","Cohl Cabral","Los Osos","Rancho Cucamonga, CA, US","605","273","0.8834","372","39","51","Enrolled","T","Arizona State",110,12740,2016
"141","Christian Hill","Glendale C.C.","Glendale, AZ, US","606","265","0.8834","28","2","3","Enrolled","ED","Arizona State",110,24253,2016
"142","Robbie Robinson","DeMatha Catholic","Hyattsville, MD, US","508","160","0.8777","422","21","14","Enrolled","WR","Arizona State",110,44474,2016
"143","Maurice Chandler","Northeastern Oklahoma A&M","Miami, OK, US","601","190","0.8732","43","4","1","Enrolled","CB","Arizona State",110,51579,2016
"144","Jared Bubak","Lincoln Christian","Lincoln, NE, US","604","235","0.8600","624","32","2","Enrolled","TE","Arizona State",110,40026,2016
"145","Tre Turner","Holy Cross","New Orleans, LA, US","510","193","0.8590","641","41","32","Enrolled","HB","Arizona State",110,40576,2016
"146","Kyle Williams","Vista Murrieta","Murrieta, CA, US","511","175","0.8583","660","43","70","Enrolled","WR","Arizona State",110,42191,2016
"147","Tyson Rising","Ventura College","Ventura, CA, US","605","290","0.8567","73","9","14","Enrolled","T","Arizona State",110,41319,2016
"148","Jeremy Smith","Fort Bend Marshall","Missouri City, TX, US","602","179","0.8529","763","115","103","Enrolled","WR","Arizona State",110,42102,2016
"149","Marshal Nathe","Centennial","Peoria, AZ, US","603","290","0.8504","822","39","8","Enrolled","G","Arizona State",110,41030,2016
"150","A.J. McCollum","City College of San Francisco","San Francisco, CA, US","602","280","0.8479","96","1","21","Enrolled","C","Arizona State",110,41808,2016
"151","Frank Darby","Lincoln","Jersey City, NJ, US","600","184","0.8377","NA","163","27","Enrolled","WR","Arizona State",110,40988,2016
"152","Michael Sleep-Dalton","City College of San Francisco","San Francisco, CA, US","602","210","0.8000","255","1","74","Enrolled","P","Arizona State",110,44681,2016
"153","Jack Smith","Mountain Pointe","Phoenix, AZ, US","601","185","0.7979","NA","94","22","Enrolled","QB","Arizona State",110,40952,2016
"154","Jack Smith","Mountain Pointe","Phoenix, AZ, US","601","185","0.7979","NA","94","22","Enrolled","QB","Arizona State",110,40952,2016
"155","Dougladson Subtyl","Victor Valley College","Victorville, CA, US","604","240","0.8975","14","1","1","Signed","ED","Arizona State",110,56518,2016
"156","McTelvin Agim","Hope","Hope, AR, US","602.5","268","0.9869","20","3","1","Enrolled","ED","Arkansas",111,43069,2016
"157","Devwah Whaley","Beaumont Central","Beaumont, TX, US","600","209","0.9535","101","3","15","Enrolled","HB","Arkansas",111,25517,2016
"158","Austin Capps","Star City","Star City, AR, US","603.5","307","0.9133","230","24","2","Enrolled","DI","Arkansas",111,25521,2016
"159","TJ Hammonds","Joe T. Robinson","Little Rock, AR, US","511.5","195","0.9109","239","13","3","Enrolled","WR","Arkansas",111,NA,2016
"160","Briston Guidry","Archbishop Rummel","Metairie, LA, US","602","290","0.9007","293","31","19","Enrolled","DI","Arkansas",111,43840,2016
"161","Jake Heinrich","Urbandale","Urbandale, IA, US","604","285","0.8954","309","15","2","Enrolled","G","Arkansas",111,41344,2016
"162","Jordan Jones","Smackover","Smackover, AR, US","601","175","0.8666","534","86","4","Enrolled","WR","Arkansas",111,40152,2016
"163","Jonathan Marshall","Shepherd","Shepherd, TX, US","604","275","0.8595","633","30","95","Enrolled","ED","Arkansas",111,44173,2016
"164","Kofi Boateng","Lamar","Arlington, TX, US","601","177","0.8584","656","102","97","Enrolled","WR","Arkansas",111,40228,2016
"165","Alexy Jean-Baptiste","Coconut Creek","Pompano Beach, FL, US","603","205","0.8564","693","46","96","Enrolled","LB","Arkansas",111,43651,2016
"166","De'Jon Harris","John Ehret","Marrero, LA, US","600","238","0.8547","723","28","38","Enrolled","LB","Arkansas",111,43858,2016
"167","Paul Ramirez","San Bernardino Valley College","San Bernardino, CA, US","606","300","0.8517","90","14","18","Enrolled","T","Arkansas",111,41243,2016
"168","Giovanni LaFrance","St. Augustine","New Orleans, LA, US","601","239","0.8497","840","32","45","Enrolled","LB","Arkansas",111,42854,2016
"169","Deon Edwards","Lake Minneola","Lake Minneola, FL, US","601","190","0.8488","862","55","117","Enrolled","S","Arkansas",111,42912,2016
"170","Cole Kelley","Teurlings Catholic","Lafayette, LA, US","607","230","0.8485","870","39","47","Enrolled","QB","Arkansas",111,39945,2016
"171","Michael Taylor","Riverside C.C.","Riverside, CA, US","604","240","0.8467","102","7","24","Enrolled","ED","Arkansas",111,NA,2016
"172","Hayden Johnson","Rock Bridge","Columbia, MO, US","603","255","0.8380","NA","55","12","Enrolled","ED","Arkansas",111,25516,2016
"173","Britto Tutt","Ventura College","Ventura, CA, US","602","184","0.8367","126","13","32","Enrolled","CB","Arkansas",111,42448,2016
"174","Deion Malone","Northwest Mississippi C.C.","Senatobia, MS, US","604","308","0.8337","133","9","25","Enrolled","G","Arkansas",111,41953,2016
"175","Grayson Gunter","Madison Central","Madison, MS, US","605","230","0.8314","NA","56","31","Enrolled","TE","Arkansas",111,42364,2016
"176","Dee Walker","Colquitt County","Moultrie, GA, US","603","210","0.8288","NA","99","128","Enrolled","LB","Arkansas",111,43465,2016
"177","Micahh Smith","Marshall","Marshall, TX, US","600","192","0.8080","NA","135","228","Enrolled","S","Arkansas",111,43299,2016
"178","Justice Hansen","Butler C.C.","El Dorado, KS, US","603","215","0.8530","85","2","22","Enrolled","QB","Arkansas State",113,46349,2016
"179","Justin McInnis","Dodge City C.C.","Dodge City, KS, US","606","190","0.8530","87","15","24","Enrolled","WR","Arkansas State",113,47865,2016
"180","Chris Booker","Dodge City C.C.","Dodge City, KS, US","510","180","0.8389","122","22","30","Enrolled","WR","Arkansas State",113,NA,2016
"181","Bubba Ogbebor","Heritage","Frisco, TX, US","600","191","0.8350","NA","175","145","Enrolled","WR","Arkansas State",113,40340,2016
"182","Bubba Ogbebor","Heritage","Frisco, TX, US","600","191","0.8350","NA","175","145","Enrolled","WR","Arkansas State",113,40340,2016
"183","Lanard Bonner","Highland C.C.","Highland, KS, US","605","330","0.8000","264","14","48","Enrolled","G","Arkansas State",113,21863,2016
"184","Antwon Turnage","Dodge City C.C.","Dodge City, KS, US","602","205","0.7633","402","26","67","Enrolled","LB","Arkansas State",113,43484,2016
"185","Kyle Wilson","Hutchinson C.C.","Hutchinson, KS, US","600","221","0.7600","410","28","70","Enrolled","LB","Arkansas State",113,50923,2016
"186","Cody Grace","West Warwick Senior","West Warwick, RI, US","602","223","NA","NA","NA","NA","Enrolled","P","Arkansas State",113,60266,2016
"187","BJ Edmonds","St. Paul's Episcopal","Mobile, AL, US","600","200","0.8321","NA","85","47","Signed","S","Arkansas State",113,NA,2016
"188","Armond Weh-Weh","Scottsdale C.C.","Scottsdale, AZ, US","600","205","0.8300","160","10","16","Signed","HB","Arkansas State",113,45717,2016
"189","Ben Sukut","Capistrano Valley Christian School","San Juan Capistrano, CA, US","601","175","0.8273","NA","93","163","Signed","S","Arkansas State",113,44453,2016
"190","Dajon Emory","Lackawanna C.C.","Scranton, PA, US","602","245","0.8000","261","19","9","Signed","ED","Arkansas State",113,22164,2016
"191","Logan Bonner","Rowlett","Rowlett, TX, US","600.5","206","0.7893","NA","105","306","Signed","QB","Arkansas State",113,39990,2016
"192","Landon James-Wilson","Fort Scott C.C.","Fort Scott, KS, US","601","184","0.7885","304","33","53","Signed","CB","Arkansas State",113,NA,2016
"193","Vada King","Smiths Station","Smiths Station, AL, US","601","230","0.7884","NA","167","89","Signed","LB","Arkansas State",113,NA,2016
"194","William Bradley-King","Hogan Preparatory Academy","Kansas City, MO, US","604","215","0.7857","NA","175","29","Signed","LB","Arkansas State",113,44184,2016
"195","Jacob Atnip","Sheridan","Sheridan, AR, US","606","305","0.7850","NA","200","28","Signed","T","Arkansas State",113,41861,2016
"196","Jacob Still","St. George's Independent School","Collierville, TN, US","601","285","0.7817","NA","142","62","Signed","G","Arkansas State",113,41563,2016
"197","Trent Ellis","Daphne","Daphne, AL, US","602","190","0.7810","NA","203","100","Signed","S","Arkansas State",113,NA,2016
"198","Brandon Bowling","McKinney Boyd","McKinney, TX, US","509","164","0.7790","NA","382","370","Signed","WR","Arkansas State",113,42151,2016
"199","Torrance Marable","Towers","Decatur, GA, US","509","180","0.7790","NA","52","231","Signed","HB","Arkansas State",113,NA,2016
"200","Troy Elliott","Marcus","Flower Mound, TX, US","605","290","0.7750","NA","214","388","Signed","T","Arkansas State",113,41386,2016
"201","Javonis Isaac","Acadiana","Lafayette, LA, US","602","214","0.7716","NA","124","137","Signed","TE","Arkansas State",113,42036,2016
"202","Jeremy Smith","Atlanta","Atlanta, TX, US","511","157","0.7649","NA","340","455","Signed","CB","Arkansas State",113,51586,2016
"203","Allen Byrd","Itawamba C.C.","Fulton, MS, US","600","295","0.7919","280","2","45","Commit","C","Arkansas State",113,NA,2016
"204","Gilbert Gildersleeve","Orange Coast College","Costa Mesa, CA, US","511","170","NA","NA","NA","NA","Commit","CB","Arkansas State",113,NA,2016
"205","Ryan Parker","Baylor School","Chattanooga, TN, US","601","210","0.7991","NA","89","43","Enrolled","LB","Army",114,42563,2016
"206","Jake Ellington","East Wake Integ Tech","Wendell, NC, US","603","225","0.7778","NA","193","84","Enrolled","LB","Army",114,42666,2016
"207","Gavin Bassett","Farmington Senior","Farmington, MN, US","601","205","0.7709","NA","220","23","Enrolled","S","Army",114,57717,2016
