"season","player_id","player","franchise_id","team","WAA","position","total_snaps"
2014,47070,"Jeremiah Gaines",287,"TXMU",-0.051,"WR",271
2014,48495,"Jeremiah Harris",160,"MIEA",-0.013,"DI",292
2014,17668,"Jeremiah Harvey",117,"INBS",0.025,"G",812
2014,14657,"Jeremiah Johnson",215,"MDUN",0,"CB",666
2014,13270,"Jeremiah Kobena",304,"NYSY",-0.007,"WR",40
2014,46167,"Jeremiah Kolone",285,"CASJ",0.002,"G",716
2014,39287,"Jeremiah Laufasa",330,"TXEP",0.015,"HB",16
2014,11126,"Jeremiah McKinnon",166,"FLIN",0.022,"CB",683
2014,9499,"Jeremiah Poutasi",328,"UTUN",-0.009,"T",911
2014,38376,"Jeremiah Stuckey",312,"TXAM",-0.006,"G",52
2014,29938,"Jeremiah Taleni",268,"PAPT",-0.019,"DI",55
2014,12583,"Jeremy Burton",209,"LANE",-0.023,"T",153
2014,11007,"Jeremy Cash",154,"NCDU",0.311,"CB",913
2014,28389,"Jeremy Castro",180,"HIUN",-0.016,"ED",253
2014,38433,"Jeremy Claflin",146,"CTUN",0,"ST",0
2014,11952,"Jeremy Clark",222,"MIUN",-0.046,"S",371
2014,18082,"Jeremy Gaskins",165,"FLAT",-0.012,"HB",64
2014,37751,"Jeremy Higgins",180,"HIUN",-0.016,"QB",60
2014,37686,"Jeremy Ioane",120,"IDBO",0.031,"S",255
2014,46386,"Jeremy Johnson",115,"ALAU",0.043,"QB",84
2014,51126,"Jeremy Kelly",340,"WAUN",-0.008,"CB",137
2014,47038,"Jeremy Kerr",167,"FLST",-0.004,"TE",2
2014,9539,"Jeremy Langford",223,"MIST",0.111,"HB",621
2014,12263,"Jeremy Liggins",226,"MSUN",-0.044,"TE",240
2014,18331,"Jeremy Long",208,"LATC",-0.012,"DI",45
2014,46685,"Jeremy Macauley",239,"NVRE",-0.002,"G",175
2014,11917,"Jeremy McNichols",120,"IDBO",0.133,"HB",81
2014,50406,"Jeremy Reaves",288,"ALSO",-0.017,"S",113
2014,19117,"Jeremy Seaton",262,"OKST",0.083,"FB",500
2014,50121,"Jeremy Smith",320,"OKTU",-0.015,"ED",175
2014,23883,"Jeremy Sparks",207,"LASW",-0.003,"G",45
2014,11909,"Jeremy Sprinkle",111,"ARUN",0.004,"TE",206
2014,48320,"Jeremy Tabuyo",312,"TXAM",-0.004,"WR",134
2014,50828,"Jeremy Timpf",114,"NYWP",0.02,"LB",797
2014,12155,"Jeremy Tyler",343,"WVUN",-0.001,"S",58
2014,16695,"Jerhen Ertel",120,"IDBO",-0.004,"T",8
2014,14782,"Jeric Magnant",241,"NMUN",-0.044,"WR",397
2014,47944,"Jerico Richardson",239,"NVRE",-0.189,"WR",816
2014,38828,"Jerin McClendon",169,"CAFR",-0.004,"TE",9
2014,31002,"Jermaine Adams",114,"NYWP",-0.004,"WR",3
2014,28838,"Jermaine Carter",215,"MDUN",-0.017,"LB",69
2014,21954,"Jermaine Edmondson",223,"MIST",0.002,"CB",58
2014,12081,"Jermaine Grace",220,"FLMI",0.144,"LB",455
2014,14704,"Jermaine Holmes",214,"WVMA",0.053,"LB",730
2014,18489,"Jermaine Reve",210,"KYLO",0.009,"CB",347
2014,9698,"Jermaine Whitehead",115,"ALAU",0.076,"S",445
2014,9931,"Jermauria Rasco",211,"LAST",0.05,"ED",600
2014,50797,"Jerod Fernandez",248,"NCST",-0.027,"LB",683
2014,39794,"Jerome Daniels",330,"TXEP",0.053,"T",845
2014,31869,"Jerome Dews",214,"WVMA",-0.012,"ED",67
2014,26262,"Jerome Lane",102,"OHAK",0.026,"S",71
2014,12461,"Jerome Lewis",102,"OHAK",0.012,"TE",93
2014,15952,"Jerome McClain",288,"ALSO",-0.06,"DI",735
2014,25126,"Jerome Wright",337,"VAPI",-0.019,"HB",9
2014,22062,"Jeromy Irwin",143,"COUN",-0.014,"T",849
2014,49661,"Jerrad Ward",165,"FLAT",-0.046,"LB",228
2014,17137,"Jerrard Randall",109,"AZUN",-0.011,"QB",24
2014,12720,"Jerrel Brown",242,"NMST",0.003,"WR",551
2014,50472,"Jerrell Foster",201,"OHKS",0.004,"CB",89
2014,28448,"Jerrell Jackson",180,"HIUN",0.016,"CB",36
2014,16035,"Jerrell Jordan",138,"OHCI",-0.084,"ED",324
2014,38145,"Jerrell Richardson",207,"LASW",0,"ST",0
2014,19450,"Jerrid Jeter-Gilmon",314,"TXSW",0,"LB",452
2014,49669,"Jerrol Garcia-Williams",180,"HIUN",-0.002,"ED",37
2014,14614,"Jerron Seymour",333,"TNVA",-0.039,"HB",72
2014,46950,"Jerry Harris",296,"MSSO",-0.064,"T",382
2014,48635,"Jerry McCorvey",296,"MSSO",-0.022,"ED",82
2014,27851,"Jerry Moorehead",113,"ARST",-0.003,"TE",20
2014,24010,"Jerry Neuheisel",324,"CALA",-0.013,"QB",81
2014,48789,"Jerry Uwaezuoke",320,"OKTU",-0.179,"DI",464
2014,50204,"Jesse Aniebonam",215,"MDUN",-0.038,"ED",240
2014,50261,"Jesse Brubaker",320,"OKTU",-0.003,"DI",22
2014,15526,"Jesse Callier",340,"WAUN",-0.005,"HB",53
2014,17725,"Jesse Chapman",108,"NCAP",0.031,"C",458
2014,13373,"Jesse Della Valle",266,"PAST",0.06,"S",246
2014,46473,"Jesse Ertz",199,"KSST",-0.008,"QB",19
2014,19774,"Jesse Hayes",349,"WIUN",-0.011,"ED",113
2014,9593,"Jesse James",266,"PAST",0.04,"TE",881
2014,15998,"Jesse Kelley",288,"ALSO",-0.035,"DI",700
2014,25334,"Jesse Kroll",134,"MICE",0.128,"WR",561
2014,23099,"Jesse Mack",199,"KSST",-0.003,"CB",5
2014,13216,"Jesse Medrano",331,"TXSN",0,"LS",0
2014,49072,"Jesse Monteiro",216,"MAUN",-0.026,"CB",58
2014,29997,"Jesse Montgomery",287,"TXMU",-0.027,"CB",86
2014,46153,"Jesse Robinson",262,"OKST",-0.002,"G",196
2014,15610,"Jesse Sampson",351,"WYUN",-0.011,"S",355
2014,37755,"Jesse Scroggins",109,"AZUN",-0.048,"QB",57
2014,38763,"Jessie Rogers",245,"NCUN",0.012,"DI",150
2014,48162,"Jester Weah",268,"PAPT",-0.008,"WR",20
2014,18174,"Jeton Beavers",156,"NCEA",-0.021,"ED",63
2014,19656,"Jevante Watson",207,"LASW",-0.023,"CB",393
2014,51165,"Jevaris Little",187,"ILUN",-0.003,"S",31
2014,14516,"Jevohn Miller",193,"IAST",-0.067,"LB",557
2014,15036,"Jevon Neal",263,"VAOD",-0.098,"CB",352
2014,46295,"Jevonte Domond",211,"LAST",-0.003,"T",2
2014,23680,"Jevonte Pitts",268,"PAPT",-0.003,"S",27
2014,12175,"Jhajuan Seales",262,"OKST",0.019,"WR",301
2014,21765,"Jhalil-Nashid Croley",122,"OHBG",-0.082,"DI",260
2014,50524,"Jhavon Williams",146,"CTUN",0.058,"CB",793
2014,17105,"Jherremya Leuta-Douyere",128,"UTBY",0.025,"LB",398
2014,10982,"Jhurell Pressley",241,"NMUN",0.357,"HB",341
2014,50531,"Jihaad Pretlow",306,"PATE",0.022,"S",515
2014,10678,"Jihad Ward",187,"ILUN",0.104,"ED",804
2014,39305,"Jim Cashman",121,"MABC",-0.004,"G",8
2014,18363,"Jim Katusha",201,"OHKS",0,"G",194
2014,18142,"Jim Nudera",187,"ILUN",-0.004,"TE",1
2014,23169,"Jimal McBride",224,"TNMI",0.036,"DI",332
2014,51322,"Jimbo Davis IV",239,"NVRE",-0.004,"WR",3
2014,10193,"Jimmay Mundine",198,"KSUN",0.143,"TE",683
2014,12273,"Jimmie Gilbert",143,"COUN",-0.056,"ED",511
2014,20325,"Jimmie Gipson III",288,"ALSO",0.026,"ED",567
2014,9929,"Jimmie Hunt",229,"MOUN",-0.075,"WR",717
2014,49853,"Jimmie Swain",264,"ORUN",-0.013,"LB",53
2014,11504,"Jimmy Bean",262,"OKST",0.105,"ED",688
2014,21404,"Jimmy Chung",209,"LANE",-0.008,"G",92
2014,9978,"Jimmy Hall",256,"ILNW",0.22,"LB",630
2014,49841,"Jimmy Herman",273,"INPU",-0.143,"LB",606
2014,27865,"Jimmy Hutchinson",115,"ALAU",-0.004,"P",0
2014,9951,"Jimmy Jean",321,"ALBI",0.13,"CB",646
2014,13844,"Jimmy Manuel",101,"COAF",-0.003,"G",35
2014,19740,"Jimmy Musgrave",330,"TXEP",-0.057,"LB",350
2014,18491,"Jimmy O'Grady",206,"VALB",0.001,"LB",51
2014,11412,"Jimmy Pruitt",285,"CASJ",0.155,"CB",679
2014,23130,"Jimmy Rousher",221,"OHMI",-0.037,"DI",471
2014,16404,"Jimmy Stewart",333,"TNVA",-0.006,"ED",16
2014,48063,"Jimmy Williams",156,"NCEA",-0.019,"WR",220
2014,28500,"JJ Stevens",165,"FLAT",-0.004,"WR",1
2014,28408,"Joe Allely",156,"NCEA",-0.066,"ED",169
2014,12352,"Joe Bacci",134,"MICE",0.011,"FB",420
2014,16648,"Joe Bjorklund",225,"MNUN",0.001,"G",502
2014,18577,"Joe Bolden",222,"MIUN",-0.067,"LB",741
2014,29143,"Joe Brown",220,"FLMI",0,"ST",0
2014,39795,"Joe Brown",346,"KYWE",-0.003,"HB",4
2014,49765,"Joe Burger",260,"OHST",-0.003,"LB",2
2014,14948,"Joe Cannon",256,"ILNW",-0.006,"CB",7
2014,50280,"Joe Carter",156,"NCEA",0,"ST",0
2014,19623,"Joe Colton",216,"MAUN",-0.084,"S",901
2014,30813,"Joe Cox",347,"MIWE",-0.002,"LB",6
2014,14543,"Joe Craig",218,"TNMS",0.02,"WR",114
2014,10785,"Joe Dahl",341,"WAST",0.052,"T",1051
2014,49816,"Joe Dineen",198,"KSUN",-0.007,"HB",19
2014,18537,"Joe Donlan",221,"OHMI",-0.159,"LB",884
2014,15747,"Joe Drummond",114,"NYWP",-0.071,"DI",548
2014,24485,"Joe Ferguson",349,"WIUN",-0.019,"S",85
2014,18002,"Joe Fischer",165,"FLAT",0,"LS",0
2014,18431,"Joe Fotu",187,"ILUN",-0.007,"ED",74
2014,45583,"Joe Gibson",198,"KSUN",0,"C",494
2014,15060,"Joe Gilliam",273,"INPU",0.004,"LB",134
2014,28364,"Joe Gold",165,"FLAT",-0.019,"C",489
2014,11088,"Joe Gore",140,"SCCL",0.004,"T",250
2014,16729,"Joe Gray",285,"CASJ",0.223,"QB",622
2014,11393,"Joe Hansley",144,"COST",-0.019,"WR",571
2014,13622,"Joe Hemschoot",300,"CAST",-0.004,"ED",4
2014,14337,"Joe Henry",165,"FLAT",-0.011,"DI",145
2014,15441,"Joe Hill",329,"UTST",0.059,"HB",308
2014,46389,"Joe Hubener",199,"KSST",0.006,"QB",64
2014,24091,"Joe Jackson",245,"NCUN",0.008,"LB",69
2014,12321,"Joe Jones",256,"ILNW",-0.003,"LB",5
2014,16997,"Joe Kawulok",144,"COST",-0.025,"ED",643
2014,48508,"Joe Keels",238,"NEUN",-0.01,"ED",37
2014,11408,"Joe Kerridge",222,"MIUN",0.033,"FB",178
2014,11390,"Joe Licata",126,"NYBU",-0.052,"QB",794
2014,17294,"Joe Lofton",318,"ALTR",-0.025,"S",86
2014,46318,"Joe Lowery",259,"OHUN",0,"T",252
2014,20833,"Joe Manley",346,"KYWE",-0.003,"G",368
2014,49832,"Joe Martarano",120,"IDBO",0.005,"LB",291
2014,22967,"Joe Massaquoi",214,"WVMA",-0.191,"ED",388
2014,50131,"Joe Mathis",340,"WAUN",0.055,"DI",164
2014,12462,"Joe McNamara",102,"OHAK",-0.015,"G",272
2014,37913,"Joe Morrow",227,"MSST",0.138,"WR",245
2014,48487,"Joe Ostman",134,"MICE",-0.089,"ED",706
2014,22954,"Joe Riddle",215,"MDUN",0,"ST",0
2014,38308,"Joe Scelfo",288,"ALSO",0.088,"C",960
2014,28225,"Joe Schillace",126,"NYBU",-0.004,"FB",1
2014,18698,"Joe Schmidt",258,"INND",-0.017,"LB",517
2014,10733,"Joe Schobert",349,"WIUN",0.214,"ED",781
2014,22803,"Joe Spencer",187,"ILUN",-0.067,"C",834
2014,23726,"Joe Stocstill",307,"TNUN",-0.004,"TE",20
2014,15525,"Joe Summers",329,"UTST",-0.002,"C",18
2014,10712,"Joe Thuney",248,"NCST",0.108,"G",646
2014,12644,"Joe Townsend",333,"TNVA",0.008,"C",770
2014,17873,"Joe Turner",115,"ALAU",0,"ST",0
2014,10885,"Joe Walker",264,"ORUN",0.181,"LB",603
2014,24470,"Joe Walker",114,"NYWP",-0.05,"TE",199
2014,18296,"Joe Woodrum",214,"WVMA",0,"TE",37
2014,14815,"Joe Worth",237,"MDNA",-0.005,"LB",13
2014,23464,"Joe Wright",248,"NCST",-0.003,"ED",22
2014,13438,"Joel Alesi",284,"CASS",-0.099,"P",0
2014,12167,"Joel Bouagnon",254,"ILNO",0.004,"HB",292
2014,38025,"Joel Brooks",175,"GAST",0.006,"WR",21
2014,24213,"Joel Caleb",337,"VAPI",-0.022,"HB",67
2014,27666,"Joel Foy",326,"CASC",-0.004,"LB",2
2014,13227,"Joel German",346,"KYWE",0.072,"WR",347
2014,11449,"Joel Hale",260,"OHST",-0.002,"G",79
2014,11162,"Joel Heath",223,"MIST",0.012,"DI",556
2014,28097,"Joel Rich",121,"MABC",-0.004,"TE",13
2014,9849,"Joel Ross",108,"NCAP",0.08,"CB",674
2014,16358,"Joel Ruiz",175,"GAST",0.025,"TE",611
2014,10985,"Joel Stave",349,"WIUN",-0.01,"QB",578
2014,21467,"Joel Suggs",339,"NCWF",-0.004,"G",7
2014,17930,"Joel Willis",130,"CAUN",-0.005,"CB",13
2014,29389,"Joey Anglemire",239,"NVRE",-0.028,"G",695
2014,17686,"Joey Augello",326,"CASC",-0.003,"DI",17
2014,10637,"Joey Bosa",260,"OHST",0.569,"ED",928
2014,14540,"Joey Burzynski",222,"MIUN",-0.006,"G",36
2014,14868,"Joey Felici",238,"NEUN",0,"ST",0
2014,18632,"Joey Gaston",237,"MDNA",0.076,"T",753
2014,12650,"Joey Gautney",209,"LANE",0.08,"DI",820
2014,17453,"Joey Grant",323,"FLCE",-0.037,"C",619
2014,18251,"Joey Herrick",202,"KYUN",-0.057,"WR",223
2014,10849,"Joey Hunt",305,"TXCU",0.129,"C",984
2014,9664,"Joey Iosefa",180,"HIUN",-0.107,"HB",380
2014,11984,"Joey Ivie",163,"FLUN",-0.025,"DI",301
2014,9772,"Joey Mbu",182,"TXHO",0.133,"DI",607
2014,16689,"Joey Roth",278,"NJRU",-0.005,"P",0
2014,39235,"Joey Slye",337,"VAPI",-0.004,"K",0
2014,21274,"John Armstrong",339,"NCWF",-0.002,"WR",14
2014,49918,"John Atkins",173,"GAUN",-0.028,"DI",145
2014,15119,"John Bordano",287,"TXMU",-0.265,"LB",339
2014,14938,"John Chelf",251,"TXNO",-0.031,"WR",67
2014,16629,"John Christopher",306,"PATE",-0.1,"WR",477
2014,30648,"John Coy",316,"OHTO",-0.004,"T",2
2014,47437,"John Diarse",211,"LAST",0.026,"WR",328
2014,24602,"John Dombrowski",288,"ALSO",-0.004,"T",7
2014,14221,"John Dunmore",126,"NYBU",-0.029,"WR",89
2014,23882,"John Ferranto",245,"NCUN",-0.04,"T",955
2014,13623,"John Flacco",300,"CAST",-0.004,"S",10
2014,25576,"John Franklin III",167,"FLST",-0.004,"QB",5
2014,49520,"John Gibson",229,"MOUN",0.084,"CB",462
2014,12291,"John Green",146,"CTUN",0.07,"CB",120
2014,18619,"John Harris",227,"MSST",-0.003,"ED",67
2014,9748,"John Harris",311,"TXUN",0.202,"WR",782
2014,14808,"John Hendrick",237,"MDNA",-0.002,"QB",4
2014,13922,"John Henson",111,"ARUN",-0.004,"K",0
2014,13282,"John Jakubik",223,"MIST",-0.003,"WR",21
2014,48283,"John Johnson",318,"ALTR",-0.019,"WR",135
2014,11847,"John Johnson III",121,"MABC",0.057,"CB",229
2014,14730,"John Kelly",224,"TNMI",0.008,"CB",94
2014,49737,"John Kenny",192,"IAUN",-0.061,"FB",191
2014,11340,"John Kling IV",126,"NYBU",0.036,"T",847
2014,26988,"John Klingerman",122,"OHBG",-0.002,"WR",25
2014,49698,"John Law",108,"NCAP",-0.035,"LB",707
2014,38441,"John Lloyd",138,"OHCI",-0.005,"P",0
2014,10153,"John Lowdermilk",192,"IAUN",-0.039,"S",854
2014,13267,"John Miller",304,"NYSY",-0.002,"C",705
2014,9514,"John Miller",210,"KYLO",0.162,"G",911
2014,45239,"John Montelus",258,"INND",-0.004,"G",4
2014,46515,"John O'Korn",182,"TXHO",-0.119,"QB",305
2014,50448,"John Plattenburg",326,"CASC",-0.02,"S",504
2014,18994,"John Poehlmann",275,"TXRI",-0.004,"T",10
2014,19689,"John Pond",335,"VAUN",-0.003,"G",13
2014,51035,"John Rachal",102,"OHAK",-0.014,"LB",72
2014,39416,"John Ratliff",226,"MSUN",-0.004,"WR",16
2014,16995,"John Raymon",304,"NYSY",-0.006,"DI",99
2014,12225,"John Robinson-Woodgett",216,"MAUN",-0.047,"ED",184
2014,11764,"John Ross",340,"WAUN",-0.057,"WR",498
2014,25877,"John Russo",241,"NMUN",-0.004,"WR",5
2014,45224,"John Schilleci",251,"TXNO",-0.028,"S",146
2014,16593,"John Senter",102,"OHAK",0.068,"CB",271
2014,49624,"John Stepec",316,"OHTO",0.004,"DI",54
2014,19551,"John Taylor",329,"UTST",-0.059,"DI",270
2014,10779,"John Theus",173,"GAUN",0.074,"T",778
2014,47443,"John Thompson",341,"WAST",-0.004,"WR",16
2014,10011,"John Timu",340,"WAUN",0.178,"LB",921
2014,31017,"John Trainor",114,"NYWP",-0.004,"TE",4
2014,48239,"John Tsimis",278,"NJRU",-0.021,"WR",306
2014,18999,"John Turner",258,"INND",-0.003,"LB",14
2014,50630,"John Voit",114,"NYWP",-0.079,"ED",280
2014,46030,"John Wa'a",180,"HIUN",-0.014,"G",127
2014,49330,"John Walker",143,"COUN",0.11,"CB",473
2014,18242,"John Wallace",210,"KYLO",-0.004,"K",0
2014,19430,"John White",315,"TXTC",-0.003,"S",5
2014,24382,"John Wirtel",198,"KSUN",0,"LS",0
2014,46454,"John Wolford",339,"NCWF",-0.132,"QB",723
2014,48424,"John Youngblood",226,"MSUN",-0.02,"ED",153
2014,12981,"Johnathan Aiken",278,"NJRU",-0.199,"S",640
2014,45093,"Johnathan Alston",248,"NCST",-0.089,"WR",424
2014,22093,"Johnathan Boring",318,"ALTR",-0.008,"T",27
2014,19507,"Johnathan Gray",311,"TXUN",-0.331,"HB",440
2014,15072,"Johnathan Loyd",264,"ORUN",-0.002,"WR",63
2014,28393,"Johnathan Vickers",167,"FLST",-0.004,"HB",6
2014,38748,"Johnathon Johnson",307,"TNUN",-0.062,"WR",201
2014,18030,"Johnathon White",156,"NCEA",0.007,"DI",502
2014,18087,"Johndre Bennett",154,"NCDU",-0.004,"WR",1
2014,22786,"Johnell Barnes",154,"NCDU",-0.116,"WR",459
2014,49489,"Johnell Celistan",320,"OKTU",-0.048,"CB",107
2014,47912,"Johnnie Dixon",260,"OHST",-0.002,"WR",39
2014,46828,"Johnny Caspers",300,"CAST",0.031,"G",759
2014,11354,"Johnny Holton",138,"OHCI",0.189,"WR",446
2014,17139,"Johnny Jackson",109,"AZUN",-0.004,"S",2
2014,28170,"Johnny Jefferson",118,"TXBA",0.034,"HB",239
2014,26439,"Johnny McCrary",333,"TNVA",-0.064,"QB",329
2014,12206,"Johnny Mundt",264,"ORUN",0.001,"TE",152
2014,22376,"Johnny O'Neal",173,"GAUN",-0.004,"ED",2
2014,12353,"Johnny Ragin III",264,"ORUN",-0.037,"LB",96
2014,16217,"Johnny Robinson",102,"OHAK",-0.08,"S",486
2014,49973,"Johnny Schupp",144,"COST",0.004,"DI",141
2014,46441,"Johnny Stanton",238,"NEUN",-0.004,"QB",10
2014,18806,"Johnny Vizcaino",241,"NMUN",0.003,"T",134
2014,49331,"Johnny Ward",327,"FLSO",-0.063,"CB",502
2014,45725,"Johnston White",113,"ARST",-0.011,"HB",282
2014,23818,"Johntre' Goudy",296,"MSSO",-0.014,"FB",57
2014,23914,"Jojo Kemp",202,"KYUN",-0.053,"HB",170
2014,12739,"JoJo Natson",329,"UTST",0.085,"WR",490
2014,30179,"Jomez Applewhite",296,"MSSO",-0.169,"CB",514
2014,48082,"Jon'Vea Johnson",316,"OHTO",-0.004,"WR",10
2014,45566,"Jon Baker",121,"MABC",-0.014,"T",95
2014,16647,"Jon Christenson",225,"MNUN",-0.005,"G",75
2014,48791,"Jon Cunningham",201,"OHKS",-0.058,"DI",429
2014,14422,"Jon Davis",187,"ILUN",-0.066,"FB",404
2014,19388,"Jon Denton",216,"MAUN",0.035,"TE",280
2014,9561,"Jon Feliciano",220,"FLMI",0.071,"G",802
2014,46979,"Jon Heck",245,"NCUN",0.036,"T",798
2014,15688,"Jon Henry",347,"MIWE",-0.006,"S",63
2014,38494,"Jon Hicks",146,"CTUN",0.009,"LB",25
2014,45826,"Jon Hilliman",121,"MABC",-0.183,"HB",317
2014,15562,"Jon Hoffing",347,"MIWE",-0.045,"C",860
2014,37901,"Jon Jackson",347,"MIWE",-0.004,"T",26
2014,13848,"Jon Lee",101,"COAF",-0.028,"TE",44
2014,27292,"Jon Reschke",223,"MIST",0.003,"LB",65
2014,17534,"Jon Sanchez",284,"CASS",-0.019,"DI",646
2014,12532,"Jon Shelby",102,"OHAK",0.055,"LB",221
2014,22917,"Jon Toth",202,"KYUN",0.055,"C",854
2014,18272,"Jonah Austin",211,"LAST",-0.003,"T",60
2014,22129,"Jonah Guinn",173,"GAUN",0,"S",1
2014,27963,"Jonah Hill",113,"ARST",-0.004,"ED",28
2014,12298,"Jonah Pirsig",225,"MNUN",-0.053,"T",567
2014,14732,"Jonah Sells",224,"TNMI",0,"C",163
2014,11772,"Jonathan Allen",103,"ALUN",0.087,"ED",494
2014,29653,"Jonathan Alvarez",261,"OKUN",-0.004,"C",14
2014,9998,"Jonathan Anderson",305,"TXCU",0.07,"LB",204
2014,28888,"Jonathan Barnes",208,"LATC",0,"K",0
2014,49934,"Jonathan Battle Jr.",174,"GASO",-0.013,"DI",234
2014,10706,"Jonathan Bullard",163,"FLUN",0.056,"DI",678
2014,18490,"Jonathan Burgess",206,"VALB",0.001,"G",157
2014,50667,"Jonathan Celestin",225,"MNUN",0.008,"LB",81
2014,49083,"Jonathan Cook",103,"ALUN",-0.003,"S",7
2014,34966,"Jonathan Curry",273,"INPU",0,"TE",2
2014,47666,"Jonathan Duhart",263,"VAOD",0.015,"WR",111
2014,27140,"Jonathan Haden",109,"AZUN",-0.007,"WR",41
2014,34776,"Jonathan Huckins",143,"COUN",-0.005,"C",28
2014,21323,"Jonathan Jean-Bart",175,"GAST",-0.003,"HB",3
2014,18072,"Jonathan Johnson",130,"CAUN",-0.007,"ED",151
2014,11217,"Jonathan Jones",115,"ALAU",0.145,"CB",685
2014,14201,"Jonathan Jones",154,"NCDU",0.011,"ED",429
2014,29957,"Jonathan Kenion",264,"ORUN",-0.006,"DI",9
2014,16934,"Jonathan Leiva",325,"NVLV",-0.005,"K",0
2014,50329,"Jonathan Lockett",326,"CASC",-0.011,"CB",88
2014,16123,"Jonathan Lytle",175,"GAST",-0.009,"FB",73
2014,13193,"Jonathan McKnight",109,"AZUN",-0.011,"CB",1129
2014,12018,"Jonathan McLaughlin",337,"VAPI",-0.012,"T",613
2014,14774,"Jonathan McNeal",239,"NVRE",0.115,"LB",773
2014,12066,"Jonathan Moxey",120,"IDBO",0.035,"CB",635
2014,28767,"Jonathan Parker",192,"IAUN",0.011,"HB",38
2014,37915,"Jonathan Rose",238,"NEUN",0.032,"CB",165
2014,49664,"Jonathan Thomas",304,"NYSY",-0.004,"LB",2
2014,14491,"Jonathan Truman",199,"KSST",-0.159,"LB",867
2014,17820,"Jonathan Wallace",115,"ALAU",-0.004,"QB",18
2014,50900,"Jonathan Walton",289,"SCUN",-0.087,"LB",449
2014,10790,"Jonathan Williams",111,"ARUN",0.191,"HB",453
2014,21322,"Jonathan Williams",339,"NCWF",-0.02,"WR",216
2014,48459,"Jonathan Wynn",333,"TNVA",-0.001,"ED",184
2014,19093,"Jonathan Yenga",287,"TXMU",-0.51,"LB",687
2014,10044,"Jonathon Mincy",115,"ALAU",0.06,"CB",812
2014,10183,"Jonathon Rumph",173,"GAUN",0.01,"WR",55
2014,18034,"Jonathon Weymann",156,"NCEA",-0.003,"QB",4
2014,21659,"Jonavaughn Williams",325,"NVLV",0,"ST",0
2014,11855,"Jonnu Smith",166,"FLIN",0.117,"TE",775
2014,10939,"Jontavius Morris",321,"ALBI",-0.082,"DI",566
2014,48769,"Jontey Byrd",201,"OHKS",-0.06,"DI",279
2014,47050,"Jordan Akins",323,"FLCE",-0.084,"TE",178
2014,13185,"Jordan Allen",109,"AZUN",-0.007,"DI",70
2014,19546,"Jordan Broadnax",216,"MAUN",-0.029,"HB",26
2014,22664,"Jordan Budwig",166,"FLIN",-0.008,"G",814
2014,18311,"Jordan Canzeri",192,"IAUN",0.019,"HB",213
2014,45727,"Jordan Chunn",318,"ALTR",-0.225,"HB",280
2014,21390,"Jordan Cunningham",333,"TNVA",-0.008,"WR",60
2014,26767,"Jordan Dascalo",341,"WAST",-0.004,"P",0
2014,15303,"Jordan Davis",315,"TXTC",-0.004,"WR",100
2014,22800,"Jordan Davis",166,"FLIN",0.041,"S",275
2014,27648,"Jordan Davis",173,"GAUN",0.003,"TE",53
2014,9746,"Jordan DeWalt-Ondijo",154,"NCDU",0.016,"ED",591
2014,46143,"Jordan Diamond",115,"ALAU",-0.002,"G",12
2014,12406,"Jordan Diaz",289,"SCUN",-0.004,"FB",29
2014,51225,"Jordan Diggs",289,"SCUN",-0.104,"LB",325
2014,18872,"Jordan Dobrich",239,"NVRE",-0.127,"LB",645
2014,14804,"Jordan Drake",237,"MDNA",-0.479,"LB",758
2014,13870,"Jordan Duval",327,"FLSO",-0.019,"WR",117
2014,45626,"Jordan Ellis",351,"WYUN",0.02,"FB",65
2014,14304,"Jordan Erbes",160,"MIEA",-0.004,"G",3
2014,11947,"Jordan Evans",261,"OKUN",0.039,"LB",875
2014,47193,"Jordan Feuerbacher",118,"TXBA",-0.001,"TE",78
2014,21603,"Jordan Fields",134,"MICE",0,"ST",0
2014,47783,"Jordan Fieulleteau",245,"NCUN",-0.014,"WR",59
2014,17004,"Jordan Finley",144,"COST",-0.004,"T",4
2014,49197,"Jordan Floyd",146,"CTUN",-0.003,"S",19
2014,22333,"Jordan Ford",108,"NCAP",0.007,"CB",120
2014,47206,"Jordan Franks",323,"FLCE",-0.018,"ED",55
2014,19773,"Jordan Fredrick",349,"WIUN",-0.037,"WR",260
2014,37906,"Jordan Frost-Dixon",224,"TNMI",-0.003,"S",29
2014,47424,"Jordan Fuchs",190,"INUN",-0.064,"TE",249
2014,12556,"Jordan Garside",339,"NCWF",-0.014,"FB",59
2014,21879,"Jordan Gehrke",143,"COUN",-0.027,"QB",84
2014,17094,"Jordan Gray",331,"TXSN",0.016,"T",371
2014,21757,"Jordan Green",110,"AZST",-0.004,"TE",4
2014,28241,"Jordan Guest",166,"FLIN",-0.116,"LB",445
2014,15545,"Jordan Haden",316,"OHTO",0.035,"S",591
2014,14846,"Jordan Hanson",239,"NVRE",-0.179,"DI",562
2014,39154,"Jordan Heiderman",190,"INUN",-0.014,"DI",46
2014,9517,"Jordan Hicks",311,"TXUN",0.281,"LB",867
2014,47618,"Jordan Hogue",117,"INBS",-0.001,"WR",112
2014,10784,"Jordan Howard",321,"ALBI",0.276,"HB",580
2014,45911,"Jordan Huff",254,"ILNO",0.04,"HB",35
2014,38841,"Jordan Italiano",201,"OHKS",0.036,"S",849
2014,10717,"Jordan Jenkins",173,"GAUN",0.168,"ED",765
